count,diagnosis,group_name,subgroup_name,male_count,female_count,age_mean,age_range,age_minimum,age_maximum,age_median,imaging_sample,pmcid,rank,start_char,end_char
55,normal or corrected-to-normal vision,healthy,participants,55,0,24.255,18-35 years,18,35,24,yes,6434022,0,30465,32004
24,none,healthy,study1,0,24,24.0,20-30,20,30,24,yes,3965851,0,13949,14774
18,none,healthy,study2,0,18,24.0,20-30,20,30,24,yes,3965851,0,13949,14774
26,none,healthy,final sample,9,17,23.3,19-29,19,29,23,no,4034409,0,13409,14663
31,normal,healthy,visual attention,16,15,20.5,18-22,18,22,20,yes,3539852,0,18645,19836
42,healthy,healthy,male,42,0,23.86,19-32,19,32,24,yes,4380440,0,10534,11508
40,healthy,healthy,older adults,24,16,68.4,68.4±5.8,62,74,68,yes,5717028,0,6784,7467
10,healthy,healthy,participants,7,3,26.6,26.6±2.7,24,29,27,no,8893203,0,8471,9034
12,none,healthy,adults,6,6,25.4,20-40,20,40,25,no,2151069,0,9653,9985
34,healthy,healthy,students,19,15,21.5,18-25,18,25,21,yes,6908964,0,11176,11873
46,healthy,healthy,behavioral,23,23,23.65,18-30,18,30,23,no,3672681,0,13846,15500
58,none,healthy,participants,26,32,24.02,22-26,22,26,24,no,3492343,0,6544,7179
25,normal or corrected-to-normal vision,healthy,female volunteers,0,25,21.04,1.59 (SD) years,0,0,0,yes,4975394,0,6805,7868
20,healthy,healthy,experiments,16,4,28.0,20-36,20,36,28,no,4717328,0,6158,6634
10,none,healthy,participants,5,5,29.5,23-43,23,43,29,no,3407245,0,19626,20086
20,healthy,healthy,male,20,0,23.9,18-33,18,33,23,yes,4255751,0,5627,6165
38,healthy,healthy,childless adults,19,19,24.08,24.08±3.33,24,27,24,no,7395771,0,8721,10120
18,healthy,healthy,participants,10,0,25.0,22-29,22,29,25,no,4493392,0,8993,9484
36,older-aged,healthy,older-aged,16,20,73.2,56-83,56,83,73,yes,7779563,0,11922,13361
74,healthy,healthy,adolescents,37,37,13.18,13-18 years,13,18,13,no,8379626,0,7716,9834
35,none,healthy,volunteers,19,16,26.0,20-35,20,35,26,no,5447679,0,9581,10407
146,healthy,healthy,FinnBrain Birth Cohort Study,72,62,5.34,5.08-5.22,5,5,5,yes,9108497,0,9500,12550
26,typically developing,healthy,children and adolescents,17,9,11.42,8-16 years,8,16,11,yes,7005761,0,7835,9334
34,healthy,healthy,Ume University,17,17,24.9,20-38 years,20,38,24,no,6646524,0,12647,13860
13,healthy,healthy,galvanic stimulation,7,6,28.4,19-45,19,45,28,no,7430162,0,7494,8254
110,multi-problem young adults,patients,day treatment program,110,0,0.0,,0,0,0,no,6004505,0,7938,9518
25,healthy,healthy,controls,0,25,0.0,,0,0,0,no,6004505,0,7938,9518
20,none,healthy,ASU,1,19,21.4,18-31,18,31,21,no,6136263,0,16503,17874
22,none,healthy,participants,13,9,26.7,18-60,18,60,22,yes,2775905,0,7644,8859
45,nicotine dependence,patients,smokers,25,20,35.5,20-40,20,40,30,yes,3511796,0,3425,5707
44,healthy,healthy,non-smokers,22,22,32.5,20-40,20,40,30,yes,3511796,0,3425,5707
66,drug-nave/free first episode psychosis,patients,FEP,26,5,26.64,4.68,22,31,26,no,8550949,0,5892,6567
35,healthy,healthy,local advertising,26,9,27.12,5.32,22,32,27,no,8550949,0,5892,6567
16,healthy,healthy,scanned,10,6,30.1,18-40,18,40,30,yes,4072722,0,12442,12867
25,postpartum,patients,postpartum,0,25,2.5,2-4 months,2,4,3,no,7272423,0,23741,25117
54,none,healthy,female undergraduate students,0,54,19.62,17-22,17,22,19,yes,5548834,0,7835,9127
272,healthy,healthy,fMRI,123,149,24.45,18-61,18,61,24,yes,4115625,0,8650,9157
18,healthy,healthy,students,8,10,22.5,20-24,20,24,22,yes,6344389,0,14874,15604
19,none,healthy,adults,10,9,22.8,19-31,19,31,22,no,3869649,0,5579,6473
20,healthy,healthy,behavioral,7,13,25.53,25.5±3,22,29,25,no,4477935,0,7547,7912
26,healthy,healthy,behavioral,12,14,23.04,18-35,18,35,23,no,6697392,0,7141,11005
10,healthy,healthy,experiment,7,3,27.72,21.73-33.71,21,33,27,yes,4029023,0,7975,8487
17,healthy,patients,male,17,0,23.8,20-30,20,30,23,yes,3866656,0,9829,10487
20,healthy,healthy,righthanded,9,11,26.0,21-31,21,31,26,yes,8837589,0,7291,8667
22,healthy,healthy,fMRI,11,11,23.33,23.33±3.46sd,20,30,23,yes,6215330,0,17562,19091
21,healthy,healthy,EEG,12,9,26.76,26.76±5.86sd,20,30,26,yes,6215330,0,17562,19091
220,adolescents,healthy,adolescents,115,105,14.61,14-15,14,15,14,yes,3991323,0,7509,9650
28,adults,healthy,adults,17,11,25.24,20-39,20,39,25,yes,3991323,0,7509,9650
113,none,healthy,NCANDA,52,61,17.11,12.27-21.96,12,22,17,yes,7038454,0,6792,9449
10,healthy,healthy,participants,3,7,39.8,18-50,18,50,40,yes,2935390,0,7096,7923
17,none,healthy,female,0,17,20.7,18-23,18,23,20,no,6688454,0,12232,14191
21,healthy,healthy,Exp. 1,12,9,26.36,22-30,22,30,26,yes,4458841,0,45697,46616
22,healthy,healthy,Exp. 2,7,15,28.39,23-33,23,33,28,yes,4458841,0,45697,46616
25,healthy,healthy,self,8,17,32.0,23-41,23,41,32,yes,3483694,0,28089,30834
43,MDD,patients,MDD,13,30,0.0,,0,0,0,no,7118554,0,8471,10050
56,healthy,healthy,healthy,30,26,0.0,,0,0,0,no,7118554,0,8471,10050
21,healthy,healthy,male,21,0,25.77,20-40,20,40,25,yes,5776089,0,7315,8159
32,healthy,healthy,young,16,16,25.27,25-27,25,27,25,yes,5890144,0,7227,8372
29,healthy,patients,IS manager,16,13,23.6,21-33,21,33,23,yes,7989009,0,44675,45771
233,none,healthy,Braintime,116,117,16.1,9.9-26.6,9,26,16,yes,5390693,0,6438,8339
40,healthy,healthy,students,21,19,21.28,18-24,18,24,21,no,8152834,0,7186,8239
12,healthy,healthy,volunteers,7,5,38.0,23-60,23,60,38,no,4075342,0,7661,9066
36,none,healthy,fMRI,19,17,26.45,21-41,21,41,26,yes,3869681,0,12247,13506
10,healthy,healthy,group1,5,5,25.5,20-30,20,30,25,yes,7194032,0,42359,42639
18,lung cancer,patients,chemotherapy,10,8,60.5,48-70,48,70,65,yes,7275001,0,8631,10461
20,unipolar major depression,patients,primary,0,0,0.0,,0,0,0,no,5416685,0,15035,15652
19,obese,patients,women,0,19,45.0,35-55,35,55,45,yes,5537800,0,8516,10261
29,healthy,healthy,young adults,10,19,23.8,19-30,19,30,23,no,8318202,0,8764,10050
32,healthy,healthy,older adults,15,17,71.0,65-81,65,81,71,no,8318202,0,8764,10050
20,healthy,healthy,screening,10,10,25.5,20-30,20,30,25,no,4280551,0,39662,41442
24,none,healthy,participants,10,14,34.5,32-37,32,37,34,yes,8699602,0,8940,9612
2,healthy,healthy,fMRI,1,1,25.5,20-30,20,30,25,yes,5686883,0,6521,7085
21,BDD,patients,BDD,10,11,25.5,16-48,16,48,25,yes,6246657,0,7306,10392
40,MDD,patients,MDD,20,20,27.5,16-48,16,48,27,yes,6246657,0,7306,10392
70,healthy,healthy,HC,35,35,26.5,16-48,16,48,26,yes,6246657,0,7306,10392
21,healthy,healthy,fMRI,8,13,24.9,19-30,19,30,25,yes,5218407,0,9582,10592
33,Autism Spectrum Disorder,patients,ASD,12,3,38.0,13,18,51,38,yes,2648877,0,10521,12299
216,none,healthy,community,108,108,25.5,18-30,18,30,25,yes,8828908,0,5902,6887
40,heroin relapser,patients,heroin relapser,20,20,30.5,20-40,20,40,30,yes,4990879,0,7250,8174
20,healthy,healthy,behavioral,7,13,25.53,25.5±3,22,29,25,no,4936600,0,7397,7788
70,healthy,healthy,all,41,29,33.58,21-50,21,50,34,no,7260173,0,30977,33120
17,bronchial asthma without acute attacks,patients,GCBT,7,10,50.76,12.15,0,0,0,no,5394595,0,5950,6820
66,AN,patients,female,0,66,24.7,19-35,19,35,24,yes,3913832,0,7409,9049
40,healthy,healthy,dermatology clinic,8,32,44.0,25-63,25,63,44,no,8172304,0,6637,7668
32,chronic urticaria,patients,dermatology clinic,6,26,44.5,25-65,25,65,44,no,8172304,0,6637,7668
38,healthy,healthy,fMRI,16,22,22.6,18-71,18,71,22,yes,3660406,0,12986,16917
20,healthy,healthy,behavioral,7,13,25.53,25.5±3,22,29,25,no,4175730,0,5086,5449
10,healthy,healthy,control,5,5,25.5,20-30,20,30,25,yes,7099000,0,34438,34777
54,none,healthy,none,22,19,24.5,18-30,18,30,24,no,2748718,0,25958,29873
33,ASD,patients,autism,22,11,13.5,10-17,10,17,14,yes,5870086,0,9508,11703
147,MDD,patients,depression,50,97,0.0,,0,0,0,yes,5598991,0,7260,9372
24,healthy,healthy,students,12,12,24.5,18-30,18,30,24,yes,3362560,0,7514,9845
57,PTSD,patients,PTSD,22,35,21.9,18-37,18,37,21,yes,6024199,0,14405,15358
21,problematic tinnitus,patients,tinnitus,10,11,45.6,21-72,21,72,46,yes,6667657,0,7425,9782
17,PD,patients,PD,2,15,0.0,0-0,0,0,0,no,6382839,0,30626,32637
70,BD,patients,remission,35,35,37.0,18-65,18,65,37,no,6908505,0,7076,8109
20,healthy,healthy,behavioral,7,13,25.53,25.5±3,22,29,25,no,3409150,0,8385,8569
13,"unilateral, upper limb amputation at least above the wrist and phantom limb pain of at least one year's duration",patients,clinical,11,2,52.92,3275 years,32,75,56,yes,2494616,0,8118,9527
30,"first-episode, drug-nave MDD",patients,"first-episode, drug-nave MDD",9,21,26.76,18-45 years,18,45,26,yes,4869560,0,6957,9021
29,healthy,healthy,healthy,15,14,26.76,18-45 years,18,45,26,yes,4869560,0,6957,9021
18,naive,healthy,new group,0,0,0.0,,0,0,0,no,2995581,0,24448,24931
72,ischemic stroke,patients,stroke,36,36,65.0,60-70,60,70,65,yes,5665859,0,7175,10809
20,fibromyalgia,patients,FM,0,20,46.4,22-70,22,70,46,yes,6820536,0,5393,6615
20,healthy,healthy,HC,0,20,42.1,21-70,21,70,42,yes,6820536,0,5393,6615
34,schizophrenia,patients,unmedicated,17,17,30.5,20-40,20,40,30,yes,5292583,0,6605,8461
56,football enthusiasts,healthy,football fans,54,2,34.4,21-60 years,21,60,34,yes,5460049,0,6967,8342
10,healthy,healthy,group1,5,5,25.5,20-30,20,30,25,yes,7649291,0,28562,28807
78,"schizophrenia, autism spectrum disorder, neurotypical controls",patients,schizophrenia,28,0,25.4,21-54,21,54,25,yes,8883821,0,7464,8764
20,autism spectrum disorder,patients,autism spectrum disorder,20,0,29.3,19-43,19,43,29,yes,8883821,0,7464,8764
30,neurotypical controls,healthy,neurotypical controls,19,1,27.2,19-54,19,54,27,yes,8883821,0,7464,8764
20,healthy,healthy,young,14,6,24.0,20-34,20,34,24,no,8764488,0,15910,17003
39,aphasia,patients,aphasia,15,24,52.9,6 months - 52.9 months,6,529,529,yes,5266856,0,11355,12649
37,healthy,healthy,control,19,18,0.0,0 months - 0 months,0,0,0,yes,5266856,0,11355,12649
21,N/A,healthy,N/A,10,11,29.365,19-46,19,46,30,no,3554651,0,39775,41437
20,healthy,healthy,behavioral,7,13,25.53,25.5±3,22,29,25,no,5371603,0,24766,25055
24,VPT,patients,fMRI,12,12,20.0,18-22,18,22,20,yes,4215530,0,10681,12744
21,idiopathic PD,patients,PD,14,7,0.0,0,0,0,0,yes,3045463,0,6018,9180
2785,healthy,healthy,behavioral,616,569,30.1,18-53,18,53,30,no,5832413,0,59945,61874
16,healthy,healthy,fMRI,10,6,23.1,19-29,19,29,23,yes,5832413,0,59945,61874
157,incarcerated,patients,female,0,157,32.5,18-50,18,50,32,no,4174863,0,7405,10633
46,non-incarcerated,healthy,female,0,46,25.5,18-50,18,50,25,no,4174863,0,7405,10633
10,healthy,healthy,group1,5,5,25.5,20-30,20,30,25,yes,7838677,0,45014,45233
10,healthy,healthy,group1,5,5,25.5,20-30,20,30,25,yes,6290711,0,7097,7554
17,schizophrenia or schizoaffective disorder,patients,department of psychiatry and psychotherapy at the philipps university of marburg,5,12,26.1,21-35 years,21,35,26,yes,7851842,0,9615,11713
32,chronic left-hemisphere stroke,patients,stroke,27,5,62.1,1156 months,11,60,27,yes,4473263,0,8398,9988
18,none,healthy,control,8,10,63.9,none,18,75,39,yes,4473263,0,8398,9988
103,healthy,healthy,behavioral,51,52,32.5,18-60,18,60,32,no,3334814,0,8117,11961
24,none,healthy,general screening,14,10,22.5,19-32,19,32,22,no,3791281,0,6198,9421
24,IA,patients,IA,14,10,20.58,2.39,20,23,20,no,8939409,0,8544,9896
23,HC,healthy,HC,10,13,21.13,2.51,21,24,21,no,8939409,0,8544,9896
20,healthy,healthy,behavioral,7,13,25.53,25.5±3,22,29,25,no,8459240,0,10021,10454
63,healthy,healthy,participants,27,36,3711.0,2255-3711,2255,3711,3711,no,7913329,0,10518,11796
10,healthy,healthy,group1,5,5,25.5,20-30,20,30,25,yes,6878729,0,47617,47880
10,healthy,healthy,group1,5,5,25.5,20-30,20,30,25,yes,6902076,0,34771,35072
53,T2DM,patients,T2DM,27,26,60.5,45-75,45,75,61,yes,7829678,0,7017,9210
45,MDD,patients,mild-moderate,16,29,37.11,19-58,19,58,37,yes,4983635,0,8102,10652
19,healthy,healthy,controls,8,11,33.0,20-52,20,52,33,yes,4983635,0,8102,10652
50,relapsing-remitting MS,patients,MS,25,25,35.5,18-55,18,55,35,yes,6200185,0,7655,8461
46,healthy,healthy,KAIST,32,14,22.61,13.61,13,36,22,no,7745153,0,9299,12877
10,healthy,healthy,group1,5,5,25.5,20-30,20,30,25,yes,7481390,0,37369,37628
16,DLB,patients,DLB,8,8,70.5,60-80,60,80,70,yes,3984441,0,7293,9018
17,controls,healthy,controls,9,8,69.5,60-80,60,80,70,yes,3984441,0,7293,9018
50,IPD,patients,Beijing Tiantan Hospital,25,25,60.0,50-70,50,70,60,yes,6675526,0,4609,5604
10,healthy,healthy,group1,5,5,25.5,20-30,20,30,25,yes,7518235,0,29730,30022
53,SAD,patients,SAD,17,36,29.9,16.8-35.0,16,35,29,yes,4416052,0,5666,9459
33,healthy,healthy,healthy,14,19,29.4,29.4-35.0,29,35,29,yes,4416052,0,5666,9459
17,normal,healthy,children,6,9,7.4,6.9-7.8,6,7,7,no,3780305,0,14497,15232
26,chronic pain,patients,chronic pain,4,9,51.8,43 to 65,43,65,51,no,4048172,0,8990,10646
13,normal,healthy,normal,4,9,48.7,38 to 62,38,62,48,no,4048172,0,8990,10646
7,healthy,healthy,overfeeding,2,5,31.2,29-33,29,33,31,yes,7758977,0,6078,7557
6,healthy,healthy,fasting,1,5,29.1,28-30,28,30,29,yes,7758977,0,6078,7557
15,none,healthy,driving,15,0,26.0,2.51.6,25,27,26,no,5270359,0,8450,9492
19,healthy,healthy,propofol,13,6,18.4,18-40,18,40,20,yes,6787094,0,37350,38168
20,healthy,healthy,behavioral,7,13,25.53,25.5±3,22,29,25,no,7090024,0,5358,5511
44,PD,patients,Ruijin Hospital,22,22,60.5,45-70,45,70,60,yes,6389716,0,8216,9580
43,NC,healthy,Ruijin Hospital,22,21,59.5,45-70,45,70,60,yes,6389716,0,8216,9580
14,healthy,healthy,participants,6,8,24.8,22-29,22,29,24,no,3078751,0,10341,10716
46,schizophrenia,patients,"drug-naive, first-episode",23,23,24.5,18-37,18,37,24,no,6197719,0,10028,12384
46,unaffected,healthy,unaffected siblings,23,23,24.5,18-37,18,37,24,no,6197719,0,10028,12384
46,healthy,healthy,healthy controls,23,23,24.5,18-37,18,37,24,no,6197719,0,10028,12384
10,healthy,healthy,group1,5,5,25.5,20-30,20,30,25,yes,8315277,0,30066,30286
10,MJ abuse,patients,MJ users,8,2,25.5,20-60,20,60,25,yes,3742334,0,7512,11306
10,healthy,healthy,group1,5,5,25.5,20-30,20,30,25,yes,4530666,0,8966,9512
6,normal,healthy,young adults,5,1,28.5,22-35,22,35,28,yes,3894920,0,10745,11773
30,healthy,healthy,students,10,20,21.5,18-25,18,25,21,no,5881103,0,15988,18765
11,depressed patients,patients,depressed patients,5,6,618.0,618,618,618,618,yes,4589842,0,6061,7568
11,healthy controls,healthy,healthy controls,5,6,568.0,568,568,568,568,yes,4589842,0,6061,7568
19,MDD,patients,MDD,10,9,30.5,18-55,18,55,30,yes,7875881,0,7093,8833
60,"ADHD, hyperactiveimpulsive/inattentive combined subtype",patients,clinical,30,0,13.5,10-17,10,17,13,yes,4190683,0,9065,12151
30,healthy,healthy,control,15,15,13.5,10-17,10,17,13,yes,4190683,0,9065,12151
27,left hemisphere infarcts,patients,stroke,16,11,59.1,59.1 ± 10.8,48,70,59,yes,5903407,0,7983,10239
10,healthy,healthy,group1,5,5,25.5,20-30,20,30,25,yes,8569140,0,30752,31003
30,healthy,healthy,fMRI,9,21,23.041,230.41±3 years,230,233,230,yes,8018944,0,8670,11952
20,healthy,healthy,behavioral,7,13,25.53,25.5±3,22,29,25,no,3893192,0,6069,6340
268,mood and/or anxiety disorder group (MA) or healthy control group (HC),healthy,Tulsa 1000 study,23,245,34.5,32-36,32,36,34,yes,7082218,0,14245,17478
20,healthy,healthy,behavioral,7,13,25.53,25.5±3,22,29,25,no,8785614,0,10157,11478
144,cannabis use,patients,cannabis users,54,90,25.53,24-26,24,26,25,yes,7416060,0,8377,10336
24,healthy,healthy,fMRI,12,12,26.0,23-34,23,34,26,yes,3502502,0,6711,7624
24,none,healthy,none,12,12,25.3,21-34,21,34,25,no,7994216,0,12556,14217
10,healthy,healthy,control,5,5,25.5,20-30,20,30,25,yes,6585311,0,61226,61652
53,mTBI,patients,mTBI,25,28,29.5,20-58,20,58,29,yes,7539836,0,6826,8200
1,author,healthy,author,1,0,0.0,,0,0,0,no,5339238,0,30384,31019
160,healthy,healthy,FBIRN,45,115,37.04,19-59,19,59,37,yes,7721229,0,10065,13228
151,schizophrenia,patients,FBIRN,115,36,38.77,18-62,18,62,39,yes,7721229,0,10065,13228
314,healthy,healthy,ABIDE1,249,65,17.04,6.47-56.20,6,56,17,yes,7721229,0,10065,13228
255,autism,patients,ABIDE1,224,31,17.05,7.00-55.40,7,55,17,yes,7721229,0,10065,13228
41,UC,patients,UC,16,25,37.1,20-54,20,54,37,yes,6457314,0,5613,7441
42,HC,healthy,HC,25,17,36.86,22-55,22,55,37,yes,6457314,0,5613,7441
37,PD,patients,PD patients,17,20,60.5,50-70,50,70,60,yes,4184784,0,6434,8455
13,first-episode cerebral infarction,patients,male,13,0,0.0,,0,0,0,no,8154462,0,4472,5608
11,healthy,healthy,male,11,0,0.0,,0,0,0,no,8154462,0,4472,5608
55,ASD or TD,patients,ASD or TD,20,17,14.58,14.58-1.62,14,16,14,yes,8213933,0,13173,14739
23,healthy,healthy,controls,15,8,31.16,19-44,19,44,31,yes,5761874,0,7481,8731
25,temporal lobe epilepsy,patients,temporal lobe epilepsy,13,12,33.67,20-45,20,45,34,yes,5761874,0,7481,8731
24,cockroach phobia,patients,phobic,4,8,40.08,11.96,24,70,40,yes,6220927,0,5977,7136
20,mTBI,patients,mTBI,10,10,25.5,18-30,18,30,25,yes,7275020,0,7449,8455
10,depression,patients,depression,5,5,30.5,25-35,25,35,30,yes,8933317,0,45304,45433
18,ASC,patients,ASC,14,4,30.4,10,20,40,28,no,4265725,0,10617,12494
18,TD,healthy,TD,10,8,28.6,11.7,20,40,26,no,4265725,0,10617,12494
20,healthy,healthy,participants,9,11,21.95,18-35,18,35,22,yes,4810172,0,9482,10858
34,healthy,healthy,baseline,12,12,2345.0,2345,23,45,2345,no,2525845,0,5998,8666
10,healthy,healthy,group1,5,5,25.5,20-30,20,30,25,yes,6350268,0,23895,24151
10,healthy,healthy,control,5,5,25.5,20-30,20,30,25,yes,5552726,0,18439,18775
22,MTLE,patients,MTLE,14,8,45.31,45.31-45.31,45,45,45,yes,7836234,0,7759,9900
30,PTSD,patients,neuroimaging,15,15,25.53,19-30,19,30,25,yes,8785646,0,15850,19588
36,"AD, MCI, healthy",patients,AD,14,0,70.5,60-80,60,80,70,yes,3423412,0,6223,8710
36,"AD, MCI, healthy",patients,MCI,8,0,70.5,60-80,60,80,70,yes,3423412,0,6223,8710
36,"AD, MCI, healthy",healthy,healthy,14,0,70.5,60-80,60,80,70,yes,3423412,0,6223,8710
27,SAD,patients,SAD,12,15,25.53,20-30,20,30,25,no,4029608,0,8770,11234
27,HC,healthy,HC,13,14,24.7,19-30,19,30,24,no,4029608,0,8770,11234
167,ADHD,patients,ADHD,83,84,12.5,5-18,5,18,12,yes,8782893,0,7940,10880
1220,APOE genotype screening study,healthy,APOE genotype screening study,0,0,0.0,,0,0,0,no,3520927,0,5472,7428
40,healthy,healthy,MRI scanning,20,20,0.0,,0,0,0,yes,3520927,0,5472,7428
1,not applicable,healthy,authors,1,0,30.0,30-30,30,30,30,no,8978988,0,15949,16175
8,healthy,healthy,fMRI,4,4,31.75,31-37,31,37,32,yes,4522562,0,34627,36506
9,healthy,healthy,musicians,6,3,22.33,19-27,19,27,22,yes,5719057,0,36231,39516
47,none,healthy,typically developing adolescents,16,6,16.0,12-20 years,12,20,16,no,3701149,0,11779,14691
12,none,healthy,adolescents with transient AHs,5,7,15.97,12-20 years,12,20,16,no,3701149,0,11779,14691
13,none,healthy,adolescents with a 22q11.2 Deletion Syndrome,9,4,16.14,12-20 years,12,20,16,no,3701149,0,11779,14691
29,healthy,healthy,trigeminal nociception,15,14,25.5,20-30,20,30,25,no,7563756,0,9392,10386
65,idiopathic PD,patients,PD patients,35,30,60.5,50-70,50,70,60,yes,5655292,0,3039,4402
76,APOE-4 carriers or noncarriers,healthy,APOE-4 carriers or noncarriers,38,38,49.9,40-60,40,60,50,yes,9205431,0,45406,48741
10,healthy,healthy,group1,5,5,25.5,20-30,20,30,25,yes,7406917,0,42158,42490
38,ADHD,patients,ADHD,18,20,30.5,18-65,18,65,30,yes,6347794,0,7742,10511
0,none,healthy,none,0,0,0.0,none,0,0,0,no,8544331,0,21105,21485
10,ET,patients,ET patients,6,4,69.48,69-89,69,89,73,yes,7493988,0,43154,44585
10,healthy,healthy,healthy controls,5,5,67.77,67-78,67,78,68,yes,7493988,0,43154,44585
23,healthy,healthy,MEG Center,12,11,25.5,20-30,20,30,25,yes,8752963,0,5395,7240
89,healthy,healthy,HCP,45,44,28.5,22-35,22,35,28,yes,8752963,0,5395,7240
7,N/A,healthy,N/A,3,4,25.5,20-30,20,30,25,yes,6611425,0,40399,40608
20,Tourette syndrome,patients,Tourette syndrome,10,10,15.5,10-20,10,20,15,yes,3877773,0,6179,7775
70,healthy,healthy,young people,23,20,25.53,18-60,18,60,25,yes,5104469,0,12106,15360
27,hearing-impaired,patients,HA users,13,14,65.5,60-80,60,80,65,yes,6509414,0,8835,10592
21,Parkinson's disease,patients,Hoehn and Yahr stages 13,13,8,60.8,44-73 years,44,73,60,no,3182403,0,5559,6387
1,healthy,healthy,children,0,1,5.8,5.8,5,6,5,no,4274095,0,11741,12283
20,sporadic ALS,patients,ALS patients,0,0,0.0,,0,0,0,no,3447931,0,7348,8813
15,healthy,healthy,fMRI,7,8,26.5,21-38,21,38,26,yes,3324921,0,9056,13005
284,healthy,healthy,BIL&GIN,140,144,25.6,25-6 years,25,6,25,no,4319399,0,9266,11511
20,healthy,healthy,HC,20,0,25.5,20-30,20,30,25,yes,9230060,0,4708,5988
23,healthy,healthy,students,7,16,23.8,23.8±4.14,19,35,23,yes,5324609,0,5173,8811
14,normal hearing,healthy,listeners,7,7,25.4,22-48 years,22,48,25,yes,3788350,0,9587,10771
15,phobic prone,healthy,phobic prone,6,9,39.2,32.8-45.6,32,45,39,no,3002948,0,8290,11062
15,eating disorders prone,healthy,eating disorders prone,5,10,34.4,25.7-43.1,25,43,34,no,3002948,0,8290,11062
62,panic disorder and agoraphobia,patients,first funding period,25,37,35.5,21-35,21,35,33,yes,6854061,0,8526,10737
39,healthy,healthy,first funding period,18,21,32.5,20-40,20,40,30,yes,6854061,0,8526,10737
