count,diagnosis,group_name,subgroup_name,male_count,female_count,age_mean,age_range,age_minimum,age_maximum,age_median,imaging_sample,pmcid,rank,start_char,end_char
11.0,healthy,healthy,all participants,7.0,4.0,28.0,21-35,21.0,35.0,,yes,6198067.0,0,8869,9939
31.0,healthy,healthy,fMRI study participants,10.0,21.0,24.3,20-29,20.0,29.0,,yes,6847157.0,0,10334,11086
23.0,,healthy,young men,23.0,0.0,29.9,,,,,yes,9548384.0,0,4925,6082
19.0,healthy,healthy,all participants,12.0,7.0,27.9,,,,,yes,7456884.0,0,7752,8584
17.0,,healthy,all_participants,5.0,12.0,24.0,18-31,18.0,31.0,,yes,5902547.0,0,15536,16064
15.0,,healthy,male university students,15.0,0.0,22.33,,,,,yes,4838249.0,0,6364,7265
10.0,,healthy,students,4.0,6.0,20.8,,,,,yes,6528067.0,0,11647,12501
29.0,healthy,healthy,all participants,15.0,14.0,34.5,,,,,yes,6868994.0,0,7334,7745
15.0,healthy,healthy,healthy volunteers,7.0,8.0,25.6,22-30,22.0,30.0,,yes,3889700.0,0,16355,17140
1418.0,,healthy,young participants,546.0,872.0,22.39,18-35,18.0,35.0,,yes,9564100.0,0,24189,25345
55.0,,healthy,White male participants,55.0,0.0,24.255,18-35,18.0,35.0,,yes,6434022.0,0,30465,32004
13.0,delay conditioning group (Diagnosis Control Group),patients,DCG,5.0,8.0,23.1,,,,,yes,4034409.0,0,13409,14663
13.0,trace conditioning group (Treatment Control Group),patients,TCG,4.0,9.0,23.5,,,,,yes,4034409.0,0,13409,14663
24.0,healthy,healthy,Study 1,0.0,24.0,24.0,20-30,20.0,30.0,,yes,3965851.0,0,13949,14774
18.0,healthy,healthy,Study 2,0.0,18.0,24.0,20-30,20.0,30.0,,yes,3965851.0,0,13949,14774
31.0,,healthy,Duke University students,16.0,15.0,,18-22,18.0,22.0,,yes,3539852.0,0,18645,19836
33.0,healthy,healthy,male volunteers,33.0,0.0,23.86,19-32,19.0,32.0,,yes,4380440.0,0,10534,11508
40.0,healthy,healthy,older adults,24.0,16.0,68.4,,,,,yes,5717028.0,0,6784,7467
9.0,healthy,healthy,right-handed,6.0,3.0,26.6,,,,,yes,8893203.0,0,8471,9034
12.0,,healthy,all participants,6.0,6.0,25.4,20-40,20.0,40.0,,yes,2151069.0,0,9653,9985
34.0,healthy,healthy,students,19.0,15.0,,18-25,18.0,25.0,,yes,6908964.0,0,11176,11873
32.0,healthy,healthy,fMRI study,,,23.0,19-30,19.0,30.0,,yes,3672681.0,0,13846,15500
58.0,healthy,healthy,all participants,26.0,32.0,24.02,,,,,yes,3492343.0,0,6544,7179
18.0,,healthy,female volunteers,0.0,18.0,21.04,,,,,yes,4975394.0,0,6805,7868
20.0,healthy,healthy,all participants,16.0,4.0,,20-36,20.0,36.0,,yes,4717328.0,0,6158,6634
10.0,,healthy,all participants,5.0,5.0,29.5,23-43,23.0,43.0,,yes,3407245.0,0,19626,20086
19.0,,healthy,worked with children,9.0,10.0,,,,,,no,7395771.0,0,8721,10120
19.0,,healthy,never worked with children,9.0,10.0,,,,,,no,7395771.0,0,8721,10120
20.0,,healthy,male participants,20.0,0.0,23.9,18-33,18.0,33.0,,yes,4255751.0,0,5627,6165
229.0,neurotypical,healthy,final experimental cohort,114.0,115.0,21.62,17-29,17.0,29.0,,yes,10980722.0,0,9680,11471
18.0,healthy,healthy,all participants,10.0,8.0,25.0,22-29,22.0,29.0,,yes,4493392.0,0,8993,9484
34.0,,healthy,older-aged participants,14.0,20.0,73.2,56-83,56.0,83.0,,yes,7779563.0,0,11922,13361
67.0,,healthy,adolescents,36.0,31.0,15.6,13-18,13.0,18.0,,yes,8379626.0,0,7716,9834
33.0,,healthy,volunteers,17.0,16.0,26.0,20-48,20.0,48.0,,yes,5447679.0,0,9581,10407
134.0,,healthy,neuroimaging participants,72.0,62.0,5.34,5.08-5.22,5.08,5.22,,yes,9108497.0,0,9500,12550
26.0,typically developing,healthy,children and adolescents,17.0,9.0,11.42,8-16,8.0,16.0,,yes,7005761.0,0,7835,9334
34.0,,healthy,all participants,17.0,17.0,24.9,20-38,20.0,38.0,,yes,6646524.0,0,12647,13860
13.0,healthy,healthy,all participants,6.0,7.0,28.4,19-45,19.0,45.0,,yes,7430162.0,0,7494,8254
100.0,multi-problem young adults,patients,multi-problem young adults,100.0,0.0,,,,,,yes,6004505.0,0,7938,9518
22.0,,healthy,healthy controls,22.0,0.0,,,,,,yes,6004505.0,0,7938,9518
20.0,,healthy,ASL students,1.0,19.0,21.4,18-31,18.0,31.0,,yes,6136263.0,0,16503,17874
18.0,,healthy,study participants,11.0,7.0,26.7,18-60,18.0,60.0,22.5,yes,2775905.0,0,7644,8859
31.0,first episode psychosis,patients,FEP,26.0,5.0,26.64,,,,,yes,8550949.0,0,5892,6567
35.0,,healthy,healthy volunteers,26.0,9.0,27.12,,,,,yes,8550949.0,0,5892,6567
45.0,Nicotine dependence,patients,smokers,,,,,,,,yes,3511796.0,0,3425,5707
44.0,Healthy,healthy,non-smokers,,,,,,,,yes,3511796.0,0,3425,5707
73.0,,healthy,all participants,29.0,44.0,22.3,18-39,18.0,39.0,,yes,10956805.0,0,12044,13166
16.0,healthy,healthy,all participants,10.0,6.0,30.1,18-40,18.0,40.0,,yes,4072722.0,0,12442,12867
24.0,postpartum (2 to 4 months after parturition),patients,postpartum,0.0,24.0,,,,,,yes,7272423.0,0,23741,25117
27.0,never experienced pregnancy,healthy,control,0.0,27.0,,,,,,yes,7272423.0,0,23741,25117
47.0,,healthy,female undergraduate students,0.0,47.0,19.62,,,,,yes,5548834.0,0,7835,9127
272.0,healthy,healthy,all participants,123.0,149.0,24.45,18-68,18.0,68.0,,yes,4115625.0,0,8650,9157
149.0,healthy,healthy,female participants,0.0,149.0,24.5,18-68,18.0,68.0,,yes,4115625.0,0,8650,9157
123.0,healthy,healthy,male participants,123.0,0.0,24.4,18-61,18.0,61.0,,yes,4115625.0,0,8650,9157
16.0,healthy,healthy,students,8.0,8.0,22.5,,,,,yes,6344389.0,0,14874,15604
19.0,,healthy,adult volunteers,10.0,9.0,22.8,19-31,19.0,31.0,,yes,3869649.0,0,5579,6473
20.0,neurologically healthy,healthy,all participants,,,,,,,,yes,4477935.0,0,7547,7912
54.0,Cocaine Use Disorder,patients,CUD patients,,,,,,,,no,11035677.0,0,4688,6610
21.0,,healthy,volunteers,12.0,14.0,23.04,18-35,18.0,35.0,,yes,6697392.0,0,7141,11005
10.0,healthy,healthy,all participants,7.0,3.0,27.72,,,,,yes,4029023.0,0,7975,8487
17.0,healthy,healthy,male volunteers,17.0,0.0,23.8,20-30,20.0,30.0,,yes,3866656.0,0,9829,10487
17.0,healthy,healthy,all participants,7.0,10.0,,21-31,21.0,31.0,,yes,8837589.0,0,7291,8667
22.0,healthy,patients,fMRI participants,11.0,11.0,23.3,,,,,yes,6215330.0,0,17562,19091
21.0,healthy,patients,EEG participants,9.0,12.0,26.76,,,,,no,6215330.0,0,17562,19091
220.0,,healthy,adolescents,115.0,105.0,14.61,14-15,14.0,15.0,,yes,3991323.0,0,7509,9650
28.0,,healthy,adults,17.0,11.0,25.24,20-39,20.0,39.0,,yes,3991323.0,0,7509,9650
104.0,,healthy,NCANDA study participants,,,17.11,12.27-21.96,12.27,21.96,,yes,7038454.0,0,6792,9449
10.0,healthy volunteers,healthy,all participants,3.0,7.0,39.8,18-50,18.0,50.0,,yes,2935390.0,0,7096,7923
17.0,,healthy,female participants,0.0,17.0,20.7,18-23,18.0,23.0,,yes,6688454.0,0,12232,14191
21.0,,healthy,Experiment 1,12.0,9.0,26.0,,,,,yes,4458841.0,0,45697,46616
22.0,,healthy,Experiment 2,7.0,15.0,28.0,,,,,yes,4458841.0,0,45697,46616
22.0,healthy,healthy,healthy controls,5.0,17.0,32.0,23-41,23.0,41.0,,yes,3483694.0,0,28089,30834
43.0,Major Depressive Disorder,patients,MDD patients,13.0,30.0,,,,,,yes,7118554.0,0,8471,10050
56.0,,healthy,healthy controls,30.0,26.0,,,,,,yes,7118554.0,0,8471,10050
21.0,healthy,healthy,right-handed males,21.0,0.0,25.77,20-40,20.0,40.0,,yes,5776089.0,0,7315,8159
39.0,healthy,healthy,students,21.0,18.0,21.33,18-24,18.0,24.0,,yes,8152834.0,0,7186,8239
32.0,healthy,healthy,young subjects,,,,25-27,25.0,27.0,,yes,5890144.0,0,7227,8372
39.0,cervical spondylotic myelopathy  after surgery,patients,VR training combined with rehabilitation intervention,,,,,,,,no,10877862.0,4,22883,24123
39.0,cervical spondylotic myelopathy  after surgery,patients,conventional rehabilitation,,,,,,,,no,10877862.0,4,22883,24123
29.0,healthy,healthy,all participants,16.0,13.0,23.6,21-33,21.0,33.0,,yes,7989009.0,0,44675,45771
233.0,,healthy,fMRI participants,116.0,117.0,16.1,9.9-26.6,9.0,26.0,,yes,5390693.0,0,6438,8339
36.0,,healthy,All Participants,19.0,17.0,26.45,21-41,21.0,41.0,,yes,3869681.0,0,12247,13506
18.0,,healthy,Experiment 1,10.0,8.0,26.3,21-41,21.0,41.0,,yes,3869681.0,0,12247,13506
18.0,,healthy,Experiment 2,9.0,9.0,26.6,21-38,21.0,38.0,,yes,3869681.0,0,12247,13506
12.0,healthy,healthy,volunteers,7.0,5.0,38.0,23-60,23.0,60.0,,yes,4075342.0,0,7661,9066
26.0,Autism Spectrum Disorder,patients,ASD,,,,,,,,yes,7194032.0,1,9309,10707
28.0,Typically-developing,healthy,TD,,,,,,,,yes,7194032.0,1,9309,10707
18.0,lung cancer,patients,lung cancer patients,,,,,,,,yes,7275001.0,0,8631,10461
21.0,,healthy,healthy controls,,,,48-70,48.0,70.0,,yes,7275001.0,0,8631,10461
20.0,unipolar major depression,patients,primary study,,,,,,,,yes,5416685.0,0,15035,15652
19.0,healthy,healthy,primary study controls,,,,,,,,yes,5416685.0,0,15035,15652
19.0,unipolar major depression,patients,validation study,,,,,,,,yes,5416685.0,0,15035,15652
19.0,healthy,healthy,validation study controls,,,,,,,,yes,5416685.0,0,15035,15652
29.0,self-reported healthy,healthy,young adults,10.0,19.0,23.8,19-30,19.0,30.0,,yes,8318202.0,0,8764,10050
32.0,self-reported healthy,healthy,older adults,15.0,17.0,71.0,65-81,65.0,81.0,,yes,8318202.0,0,8764,10050
17.0,,healthy,study participants,,,,,,,,yes,4280551.0,0,39662,41442
24.0,,healthy,landscape architects,10.0,14.0,34.5,,,,,yes,8699602.0,0,8940,9612
10.0,Idiopathic Musculoskeletal Pain and juvenile fibromyalgia,patients,IMP,1.0,9.0,16.3,14-17,14.0,17.0,,yes,5686883.0,1,7085,9280
10.0,,healthy,control,1.0,9.0,16.1,,,,,yes,5686883.0,1,7085,9280
21.0,Bipolar Depression Disorder,patients,BDD,,,,16-48,16.0,48.0,,yes,6246657.0,0,7306,10392
40.0,Major Depressive Disorder,patients,MDD,,,,16-48,16.0,48.0,,yes,6246657.0,0,7306,10392
70.0,,healthy,HC,,,,16-48,16.0,48.0,,yes,6246657.0,0,7306,10392
20.0,healthy,healthy,fMRI analysis group,8.0,12.0,25.1,19-30,19.0,30.0,,yes,5218407.0,0,9582,10592
15.0,Autism Spectrum Disorder,patients,ASD,12.0,3.0,38.0,,,,,yes,2648877.0,0,10521,12299
18.0,,healthy,control,13.0,5.0,32.0,,,,,yes,2648877.0,0,10521,12299
216.0,healthy,healthy,young adults,,,,,,,,yes,8828908.0,0,5902,6887
40.0,heroin addiction in treatment,patients,heroin addiction patients,,,,,,,,yes,4990879.0,0,7250,8174
19.0,attention-deficit hyperactivity disorder,patients,ADHD alone,,,,,,,,yes,4936600.0,3,7788,11563
6.0,Developmental coordination disorder,patients,DCD alone,,,,,,,,yes,4936600.0,3,7788,11563
14.0,Developmental coordination disorder and attention-deficit hyperactivity disorder,patients,DCD+ADHD,,,,,,,,yes,4936600.0,3,7788,11563
21.0,,healthy,Typically developing,,,,,,,,yes,4936600.0,3,7788,11563
19.0,obese,patients,obese women,0.0,19.0,,35-55,35.0,55.0,,yes,5537800.0,0,8484,10261
39.0,healthy adults undergoing total sleep deprivation,patients,TSD group,22.0,17.0,33.5,21-50,21.0,50.0,,yes,7260173.0,0,30977,33120
15.0,healthy adults without sleep loss,healthy,Control group,7.0,8.0,34.5,21-50,21.0,50.0,,yes,7260173.0,0,30977,33120
17.0,bronchial asthma,patients,GCBT completers,7.0,10.0,50.76,,,,,yes,5394595.0,0,5950,6820
10.0,healthy,healthy,fMRI participants,9.0,1.0,24.0,19-29,19.0,29.0,,yes,10839845.0,0,8294,9673
31.0,Anorexia Nervosa,patients,Anorexia Nervosa,0.0,31.0,,,,,,yes,3913832.0,0,7409,9049
31.0,,healthy,Healthy Controls,0.0,31.0,,,,,,yes,3913832.0,0,7409,9049
19.0,,healthy,younger adults,5.0,14.0,22.6,18-27,18.0,27.0,,yes,3660406.0,0,12986,16917
15.0,,healthy,older adults,5.0,10.0,61.1,51-71,51.0,71.0,,yes,3660406.0,0,12986,16917
30.0,chronic osteoarthritis in the right and/or left knee,patients,completed study,17.0,13.0,,43-70,43.0,70.0,,yes,4175730.0,1,19248,20025
57.0,typically developing children without reading disorders,healthy,children,31.0,26.0,10.19,,,,,yes,7099000.0,1,8182,9167
15.0,,healthy,Christians,8.0,7.0,,18-30,18.0,30.0,,yes,2748718.0,0,25958,29873
15.0,,healthy,Nonbelievers,8.0,7.0,,18-30,18.0,30.0,,yes,2748718.0,0,25958,29873
28.0,Autism Spectrum Disorder,patients,ASD children and adolescents,,,,10-17,10.0,17.0,,yes,5870086.0,0,9508,11703
31.0,Healthy Control,healthy,Healthy Controls,,,,,,,,yes,10995093.0,0,22623,23112
27.0,Unipolar Depression,patients,Unipolar Depression,,,,,,,,yes,10995093.0,0,22623,23112
18.0,Bipolar Disorder Type I,patients,Bipolar Disorder Type I,,,,,,,,yes,10995093.0,0,22623,23112
3.0,Bipolar Disorder Type II,patients,Bipolar Disorder Type II,,,,,,,,yes,10995093.0,0,22623,23112
147.0,Major Depressive Disorder,patients,MDD patients,50.0,97.0,,18-45,18.0,45.0,,yes,5598991.0,0,7260,9372
130.0,,healthy,Healthy controls,49.0,81.0,,,,,,yes,5598991.0,0,7260,9372
24.0,healthy,healthy,all_participants,12.0,12.0,,,,,,yes,3362560.0,0,7514,9845
21.0,Posttraumatic stress disorder,patients,PTSD,6.0,15.0,21.5,18-31,18.0,31.0,,yes,6024199.0,0,14405,15358
21.0,trauma-exposed without PTSD,healthy,trauma-exposed control,7.0,14.0,22.1,18-37,18.0,37.0,,yes,6024199.0,0,14405,15358
12.0,problematic tinnitus,patients,tinnitus_patients,1.0,11.0,,21-72,21.0,72.0,,yes,6667657.0,0,7425,9782
17.0,Panic Disorder,patients,PD patients,2.0,15.0,,,,,,yes,6382839.0,0,30626,32637
17.0,,healthy,Healthy Controls,4.0,13.0,,,,,,yes,6382839.0,0,30626,32637
70.0,Bipolar Disorder in partial or full remission,patients,BD patients,,,37.0,18-65,18.0,65.0,,yes,6908505.0,0,7076,8109
18.0,smokers,patients,Chinese male smokers,18.0,0.0,25.11,21-33,21.0,33.0,,yes,3409150.0,1,8569,9966
13.0,"unilateral, upper limb amputation with phantom limb pain",patients,amputees,11.0,2.0,52.92,32-75,32.0,75.0,,yes,2494616.0,0,8118,9527
6.0,,healthy,volunteers,,,43.0,30-56,30.0,56.0,,yes,2494616.0,0,8118,9527
30.0,"first-episode, drug-naive Major Depressive Disorder",patients,MDD patients,9.0,21.0,,18-45,18.0,45.0,,yes,4869560.0,0,6957,9021
29.0,,healthy,healthy controls,15.0,14.0,26.76,,,,,yes,4869560.0,0,6957,9021
18.0,,healthy,naive subjects,,,,,,,,yes,2995581.0,0,24448,24931
72.0,Ischemic stroke,patients,Stroke patients,,,,60-70,60.0,70.0,,yes,5665859.0,0,7175,10809
15.0,Healthy,healthy,Healthy volunteers,,,,,,,,yes,5665859.0,0,7175,10809
20.0,fibromyalgia,patients,fibromyalgia,0.0,20.0,46.4,22-70,22.0,70.0,,yes,6820536.0,0,5393,6615
20.0,,healthy,control,0.0,20.0,42.1,21-70,21.0,70.0,,yes,6820536.0,0,5393,6615
34.0,schizophrenia,patients,schizophrenia,,,,,,,,yes,5292583.0,0,6605,8461
35.0,,healthy,controls,,,,,,,,yes,5292583.0,0,6605,8461
56.0,,healthy,football enthusiasts,54.0,2.0,34.4,21-60,21.0,60.0,,yes,5460049.0,0,6967,8342
12.0,healthy,healthy,right-handed,5.0,7.0,25.8,,,,,yes,7649291.0,1,8416,8816
28.0,schizophrenia,patients,schizophrenia,,,,21-54,21.0,54.0,,yes,8883821.0,0,7464,8764
20.0,autism spectrum disorder,patients,ASD,,,,19-43,19.0,43.0,,yes,8883821.0,0,7464,8764
30.0,,healthy,controls,,,,19-54,19.0,54.0,,yes,8883821.0,0,7464,8764
20.0,healthy,healthy,young healthy participants,14.0,6.0,24.0,20-34,20.0,34.0,,yes,8764488.0,0,15910,17003
40.0,healthy,healthy,healthy controls,8.0,32.0,,25-63,25.0,63.0,,yes,8172304.0,0,6605,7668
32.0,chronic urticaria,patients,chronic urticaria,6.0,26.0,,25-65,25.0,65.0,,yes,8172304.0,0,6605,7668
14.0,congenitally profoundly deaf,patients,CS group,3.0,11.0,25.0,18-33,18.0,33.0,,yes,5371603.0,1,25055,27824
15.0,normally hearing,healthy,NH group,6.0,9.0,25.17,20-37,20.0,37.0,,yes,5371603.0,1,25055,27824
11.0,,healthy,proficient,3.0,8.0,28.73,19-46,19.0,46.0,,yes,3554651.0,0,39775,41437
10.0,,healthy,less-proficient,3.0,7.0,30.0,19-45,19.0,45.0,,yes,3554651.0,0,39775,41437
39.0,chronic left hemisphere stroke with history of aphasia,patients,aphasia,,,,,,,,yes,5266856.0,0,11323,12649
37.0,,healthy,control,,,,,,,,yes,5266856.0,0,11323,12649
24.0,born at less than 33 weeks gestation,patients,Very Preterm (VPT),,,,,,,,yes,4215530.0,0,10681,12744
22.0,full-term birth (37-42 completed weeks of gestation),healthy,Control (CT),,,,,,,,yes,4215530.0,0,10681,12744
21.0,idiopathic Parkinson's Disease,patients,Parkinson's Disease,14.0,7.0,,,,,,yes,3045463.0,0,6018,9180
19.0,,healthy,Control,12.0,7.0,,,,,,yes,3045463.0,0,6018,9180
16.0,,healthy,fMRI participants,6.0,10.0,23.1,19-29,19.0,29.0,,yes,5832413.0,0,59945,61874
157.0,incarcerated,patients,incarcerated,0.0,157.0,,18-50,18.0,50.0,,yes,4174863.0,0,7405,10633
46.0,non-incarcerated,healthy,non-incarcerated,0.0,46.0,,18-50,18.0,50.0,,yes,4174863.0,0,7405,10633
17.0,amnestic Mild Cognitive Impairment  or mild Alzheimer's Disease,patients,aMCI/mAD,8.0,9.0,,65-81,65.0,81.0,,yes,7838677.0,1,6036,9501
28.0,,healthy,control,14.0,14.0,,55-81,55.0,81.0,,yes,7838677.0,1,6036,9501
26.0,psychogenic erectile dysfunction,patients,pED,26.0,0.0,26.8,,,,,yes,6290711.0,2,7554,10763
26.0,,healthy,NC,26.0,0.0,28.5,,,,,yes,6290711.0,2,7554,10763
17.0,schizophrenia or schizoaffective disorder,patients,schizophrenia_schizoaffective,,,,,,,,yes,7851842.0,0,9615,11713
18.0,no history of any mental disorders,healthy,controls,,,,,,,,yes,7851842.0,0,9615,11713
32.0,chronic left-hemisphere stroke,patients,stroke patients,27.0,5.0,62.0,52-72,52.0,72.0,,yes,4473263.0,0,8398,9988
18.0,,healthy,healthy volunteers,8.0,10.0,63.0,54-72,54.0,72.0,,yes,4473263.0,0,8398,9988
103.0,healthy,healthy,all participants,52.0,51.0,32.5,18-null,18.0,,,yes,3334814.0,0,8117,11961
12.0,control,healthy,controls,7.0,5.0,,19-32,19.0,32.0,,yes,3791281.0,0,6198,9421
12.0,binge drinkers,patients,binge drinkers,7.0,5.0,,19-32,19.0,32.0,,yes,3791281.0,0,6198,9421
24.0,Internet Addiction,patients,Internet Addiction,14.0,10.0,20.58,,,,,yes,8939409.0,0,8544,9896
23.0,,healthy,Healthy Controls,10.0,13.0,21.13,,,,,yes,8939409.0,0,8544,9896
54.0,regular cocaine users,patients,CUs,,,,18-45,18.0,45.0,,yes,8459240.0,1,7650,8658
54.0,non-cocaine users,healthy,nonCUs,,,,18-45,18.0,45.0,,yes,8459240.0,1,7650,8658
8.0,right-sided cerebral palsy,patients,cerebral palsy patients,3.0,5.0,,10-30,10.0,30.0,,yes,6878729.0,1,7912,9122
63.0,healthy adults,healthy,all participants,36.0,27.0,37.0,22-55,22.0,55.0,,yes,7913329.0,0,10518,11796
17.0,Dementia with Lewy Bodies,patients,DLB patients,13.0,4.0,71.88,60-82,60.0,82.0,,yes,6902076.0,1,6917,8222
20.0,,healthy,healthy controls,9.0,11.0,67.8,56-77,56.0,77.0,,yes,6902076.0,1,6917,8222
53.0,Type 2 Diabetes Mellitus,patients,T2DM,,,,45-75,45.0,75.0,,yes,7829678.0,0,7017,9210
39.0,,healthy,HC,,,,,,,,yes,7829678.0,0,7017,9210
22.0,Type 2 Diabetes Mellitus with Cognitive Impairment,patients,T2DM-CI,,,,,,,,yes,7829678.0,0,7017,9210
31.0,Type 2 Diabetes Mellitus without Cognitive Impairment,patients,T2DM-NC,,,,,,,,yes,7829678.0,0,7017,9210
45.0,Major Depressive Disorder,patients,MDD patients,16.0,29.0,37.0,19-58,19.0,58.0,,yes,4983635.0,0,8102,10652
12.0,Major Depressive Disorder  - mild to moderate,patients,mild-moderate MDD,,,,,,,,yes,4983635.0,0,8102,10652
18.0,Major Depressive Disorder  - severe,patients,severe MDD,,,,,,,,yes,4983635.0,0,8102,10652
15.0,Major Depressive Disorder  - very severe,patients,very severe MDD,,,,,,,,yes,4983635.0,0,8102,10652
19.0,,healthy,healthy controls,8.0,11.0,33.0,20-52,20.0,52.0,,yes,4983635.0,0,8102,10652
50.0,relapsing-remitting multiple sclerosis,patients,MS patients,,,,18-55,18.0,55.0,,yes,6200185.0,0,7655,8461
25.0,,healthy,healthy controls,,,,18-55,18.0,55.0,,yes,6200185.0,0,7655,8461
46.0,,healthy,all_participants,32.0,14.0,22.61,,,,,no,7745153.0,0,9299,12877
16.0,mild or moderate Alzheimer's disease,patients,AD patients,,,,,,,,yes,11024046.0,0,4526,5711
16.0,healthy,healthy,Healthy Controls,,,,,,,,yes,11024046.0,0,4526,5711
122.0,relapsing-remitting multiple sclerosis,patients,relapsing-remitting MS,38.0,84.0,37.6,18-65,18.0,65.0,,yes,11033924.0,0,7923,9510
97.0,,healthy,healthy controls,41.0,56.0,38.1,18-65,18.0,65.0,,yes,11033924.0,0,7923,9510
28.0,healthy,healthy,all participants,15.0,13.0,26.39,,,,,yes,7481390.0,1,8040,10638
16.0,Dementia with Lewy Bodies,patients,DLB,,,,,,,,yes,3984441.0,0,7293,9018
17.0,,healthy,controls,,,,,,,,yes,3984441.0,0,7293,9018
50.0,Idiopathic Parkinson's Disease,patients,IPD patients,,,,,,,,yes,6675526.0,0,4609,5604
20.0,,healthy,healthy controls,11.0,9.0,54.6,,,,,yes,6675526.0,0,4609,5604
24.0,FD-PDS with comorbid Major Depressive Disorder,patients,FD-PDS-MDD,0.0,24.0,42.44,,,,,yes,7518235.0,1,18065,18709
24.0,FD-PDS without Major Depressive Disorder,patients,FD-PDS,0.0,24.0,42.44,,,,,yes,7518235.0,1,18065,18709
24.0,,healthy,HC,0.0,24.0,42.44,,,,,yes,7518235.0,1,18065,18709
53.0,Social Anxiety Disorder (generalized subtype),patients,SAD,36.0,17.0,29.9,,,,,yes,4416052.0,0,5666,9459
33.0,,healthy,Control,19.0,14.0,29.4,,,,,yes,4416052.0,0,5666,9459
17.0,,healthy,children,8.0,9.0,7.4,6.9-7.8,7.0,8.0,,yes,3780305.0,0,14497,15232
13.0,muscle-skeletal low back chronic pain,patients,chronic pain,4.0,9.0,51.8,43-65,43.0,65.0,,yes,4048172.0,0,8990,10646
13.0,,healthy,normal control,4.0,9.0,48.7,38-62,38.0,62.0,,yes,4048172.0,0,8990,10646
10.0,healthy,healthy,fMRI participants,2.0,8.0,30.2,,,,,yes,7758977.0,0,6078,7557
15.0,,healthy,male drivers,15.0,0.0,26.0,,,,,yes,5270359.0,0,8450,9492
16.0,healthy,healthy,propofol study participants,12.0,4.0,,18-40,18.0,40.0,,yes,6787094.0,0,37350,38168
35.0,Subjective Cognitive Decline,patients,SCD,,,,,,,,yes,7090024.0,1,5511,6530
32.0,,healthy,control,,,,,,,,yes,7090024.0,1,5511,6530
42.0,Parkinson's Disease,patients,Parkinson's Disease,,,,,45.0,,,yes,6389716.0,0,8216,9580
40.0,,healthy,Normal Controls,,,,,,,,yes,6389716.0,0,8216,9580
