count,diagnosis,group_name,subgroup_name,male_count,female_count,age_mean,age_range,age_minimum,age_maximum,age_median,imaging_sample,pmcid
40,,healthy,older adults,24.0,16.0,68.4,62-74,62.0,74.0,,yes,5717028.0
19,major depressive disorder,patients,MDD patients,,,,18-55,18.0,55.0,,yes,7875881.0
17,none,healthy,healthy controls,,,,18-55,18.0,55.0,,yes,7875881.0
29,,healthy,healthy participants,15.0,14.0,34.5,,,,,yes,6868994.0
18,nicotine-deprived smokers,patients,Chinese smokers,18.0,0.0,25.11,21-33,21.0,33.0,,yes,3409150.0
20,,healthy,Dataset 1: Algebra,,,,,,,,yes,4352055.0
19,,healthy,Dataset 2: Multitasking,,,,,,,,yes,4352055.0
18,,healthy,fMRI experiment I,9.0,9.0,23.67,19-35,19.0,35.0,,yes,2144768.0
18,,healthy,fMRI experiment II,9.0,9.0,23.67,19-35,19.0,35.0,,yes,2144768.0
33,healthy,healthy,all participants,17.0,16.0,25.3,,,,,yes,3676955.0
32,left hemisphere stroke,patients,stroke patients,27.0,5.0,62.0,1-156,1.0,156.0,27.0,yes,4473263.0
18,none,healthy,healthy controls,8.0,10.0,63.0,9-75,9.0,75.0,,yes,4473263.0
45,chronic smokers,patients,smokers,,,27.9,null-null,,,,yes,3511796.0
44,non-smoking,healthy,non-smokers,,,26.3,null-null,,,,yes,3511796.0
29,no self-reported hearing difficulty,healthy,young adults,10.0,19.0,23.8,19-30,19.0,30.0,,yes,8318202.0
32,no self-reported hearing difficulty,healthy,older adults,15.0,17.0,71.0,65-81,65.0,81.0,,yes,8318202.0
10,,healthy,undergraduate and graduate students,4.0,6.0,20.8,,,,,yes,6528067.0
20,none,healthy,healthy adults,12.0,8.0,24.4,19-35,19.0,35.0,,yes,3147157.0
13,hearing loss,patients,experienced hearing aid users,,,,60-80,60.0,80.0,,yes,6509414.0
14,hearing loss,patients,inexperienced hearing aid users,,,,60-80,60.0,80.0,,yes,6509414.0
19,,healthy,right-handed,7.0,12.0,24.7,19-30,19.0,30.0,,yes,2561002.0
15,,healthy,left-handed,5.0,10.0,26.1,21-35,21.0,35.0,,yes,2561002.0
20,,healthy,ASU American Sign Language undergraduate program participants,1.0,19.0,21.4,18-31,18.0,31.0,,yes,6136263.0
16,ASD,patients,ASD,16.0,0.0,,8-18,8.0,18.0,,yes,5279905.0
16,TD,healthy,TD,,,,,,,,yes,5279905.0
14,posttraumatic stress disorder,patients,PTSD,,,,,,,,yes,8785646.0
15,,healthy,healthy controls,,,,,,,,yes,8785646.0
56,,healthy,GnRHa and placebo,0.0,56.0,24.3,19-29,19.0,29.0,,yes,5068584.0
27,left hemisphere stroke,patients,patients,17.0,10.0,59.1,,,,,yes,5903407.0
24,,healthy,healthy,20.0,4.0,57.0,,,,,yes,5903407.0
11,proficient,patients,proficient deaf readers,3.0,8.0,28.73,19-46,19.0,46.0,,yes,3554651.0
10,less-proficient,patients,less-proficient deaf readers,3.0,7.0,30.0,19-45,19.0,45.0,,yes,3554651.0
13,phantom limb pain,patients,upper limb amputees,11.0,2.0,52.92,32-75,32.0,75.0,,yes,2494616.0
6,,healthy,healthy volunteers,,,43.0,30-56,30.0,56.0,,yes,2494616.0
10,chronic marijuana  users,patients,MJ users,8.0,2.0,,,,,,yes,3742334.0
18,nonusing (NU) comparison subjects,healthy,NU,11.0,7.0,,,,,,yes,3742334.0
30,,healthy,fMRI experiment,9.0,21.0,23.0,23-23,23.0,23.0,23.0,yes,8018944.0
9,,healthy,TMS-MEP experiment,2.0,7.0,24.0,24-24,24.0,24.0,24.0,yes,8018944.0
40,,healthy,healthy controls,8.0,32.0,,25-63,25.0,63.0,,yes,8172304.0
32,chronic urticaria,patients,CSU patients,6.0,26.0,,25-65,25.0,65.0,,yes,8172304.0
17,Tourette syndrome,patients,TS children,,,,,,,,yes,3877773.0
15,,healthy,healthy children,,,,,,,,yes,3877773.0
15,none,healthy,healthy undergraduate students,10.0,5.0,,20-22,20.0,22.0,,yes,6989437.0
121,panic disorder and agoraphobia,patients,PD/AG,,,,,,,,yes,6854061.0
77,none,healthy,HC,,,,,,,,yes,6854061.0
30,Attention Deficit Hyperactivity Disorder,patients,ADHD boys,30.0,0.0,,10-17,10.0,17.0,,yes,4190683.0
30,none,healthy,healthy boys,30.0,0.0,,10-17,10.0,17.0,,yes,4190683.0
26,Autism spectrum disorder,patients,ASD,,,,8-18,8.0,18.0,,yes,7194032.0
28,neurotypical,healthy,TD,,,,8-18,8.0,18.0,,yes,7194032.0
17,amnestic mild cognitive impairment  or mild Alzheimer's dementia,patients,aMCI/mAD,8.0,9.0,,65-81,65.0,81.0,,yes,7838677.0
28,none,healthy,control,14.0,14.0,,55-81,55.0,81.0,,yes,7838677.0
70,bipolar disorder,patients,ValVal or Met carriers (MetVal/MetMet),,,37.0,18-65,18.0,65.0,,yes,6908505.0
42,bronchial asthma,patients,asthmatic patients,,,,,,,,yes,5394595.0
60,,healthy,healthy controls,,,,,,,,yes,5394595.0
17,bronchial asthma,patients,GCBT-treated asthmatic patients,7.0,10.0,50.76,,,,,yes,5394595.0
39,none,healthy,TSD,22.0,17.0,33.5,21-50,21.0,50.0,,yes,7260173.0
15,none,healthy,control,7.0,8.0,34.5,21-50,21.0,50.0,,yes,7260173.0
34,alcohol dependence,patients,ADP,34.0,0.0,,,,,,yes,5413198.0
26,,healthy,HC,26.0,0.0,,,,,,yes,5413198.0
20,none,healthy,healthy volunteers,9.0,11.0,21.95,18-35,18.0,35.0,,yes,4810172.0
15,,healthy,healthy,8.0,7.0,,,,,,yes,2390848.0
41,ulcerative colitis,patients,UC patients,25.0,16.0,37.1,20-54,20.0,54.0,,yes,6457314.0
42,none,healthy,healthy controls,25.0,17.0,36.86,22-55,22.0,55.0,,yes,6457314.0
40,,healthy,Tohoku University students,21.0,19.0,21.28,18-24,18.0,24.0,,yes,8152834.0
17,,healthy,preliminary experiment participants,8.0,9.0,22.24,,,,,no,8152834.0
17,,healthy,healthy,17.0,0.0,23.8,20-30,20.0,30.0,,yes,3866656.0
37,Parkinson's Disease,patients,PD patients,17.0,20.0,,,,,,yes,4184784.0
34,,healthy,healthy controls,22.0,12.0,,,,,,yes,4184784.0
24,Functional Dyspepsia-PDS with comorbid Major Depressive Disorder,patients,FD-PDS-MDD,0.0,24.0,42.44,,,,,yes,7518235.0
24,Functional Dyspepsia-PDS without comorbid Major Depressive Disorder,patients,FD-PDS,0.0,24.0,42.44,,,,,yes,7518235.0
24,,healthy,HC,0.0,24.0,42.44,,,,,yes,7518235.0
5,Tourette syndrome,patients,TS patients,3.0,2.0,27.0,,,,,yes,5857897.0
113,externalizing psychopathology,patients,externalizing psychopathology,,,17.11,12.27-21.96,12.0,21.0,,yes,7038454.0
26,happy,healthy,happy,,,,,,,,yes,3893192.0
25,unhappy,patients,unhappy,,,,,,,,yes,3893192.0
