count,diagnosis,group_name,subgroup_name,male_count,female_count,age_mean,age_range,age_minimum,age_maximum,age_median,imaging_sample,pmcid,rank,start_char,end_char
42.0,,healthy,healthy males,42.0,0.0,23.86,19-32,19.0,32.0,,yes,4380440,0,10534,11508
40.0,,healthy,older adults,24.0,16.0,68.4,,,,,yes,5717028,0,6784,7467
10.0,none,healthy,right-handed participants,7.0,3.0,26.6,,,,,yes,8893203,0,8471,9034
12.0,none,healthy,adults,6.0,6.0,25.4,20-40,20.0,40.0,,no,2151069,0,9653,9985
34.0,none,healthy,right-handed students,19.0,15.0,,18-25,18.0,25.0,,yes,6908964,0,11176,11873
32.0,healthy,healthy,fMRI study,,,23.0,19-30,19.0,30.0,,yes,3672681,0,13846,15500
58.0,free from self-reported life-time psychiatric or neurological disease and medication,healthy,right-handed participants,26.0,32.0,24.02,,,,,yes,3492343,0,6544,7179
18.0,none,healthy,right-handed female volunteers,0.0,18.0,21.04,,,,,yes,4975394,0,6805,7868
20.0,no history of neuromuscular disorder or injury to their brain,healthy,,16.0,4.0,,20-36,20.0,36.0,,no,4717328,0,6158,6634
10.0,,healthy,,5.0,5.0,29.5,23-43,23.0,43.0,,yes,3407245,0,19626,20086
20.0,no prior history of neurological disease,healthy,male participants,20.0,0.0,23.9,18-33,18.0,33.0,,yes,4255751,0,5627,6165
38.0,none,healthy,healthy adults,19.0,19.0,24.08,20.75-27.41,20.0,28.0,,no,7395771,0,8721,10120
18.0,none,healthy,healthy participants,10.0,8.0,25.0,22-29,22.0,29.0,,yes,4493392,0,8993,9484
34.0,,healthy,older-aged participants,14.0,20.0,73.2,56-83,56.0,83.0,,yes,7779563,0,11922,13361
67.0,none,healthy,adolescents,36.0,31.0,15.6,13-18,13.0,18.0,,yes,8379626,0,7716,9834
28.0,,healthy,general,,,,,,,,yes,5447679,2,19610,21357
134.0,,healthy,FinnBrain Birth Cohort Study,72.0,62.0,5.34,5.08-5.22,5.0,5.0,,yes,9108497,0,9500,12550
26.0,free of any past or present mental disorders,healthy,typically developing children and adolescents,17.0,9.0,11.42,8-16,8.0,16.0,,yes,7005761,0,7835,9334
34.0,neurologically healthy,healthy,,17.0,17.0,24.9,20-38,20.0,38.0,,yes,6646524,0,12647,13860
13.0,none,healthy,healthy,6.0,7.0,28.4,19-45,19.0,45.0,,no,7430162,0,7494,8254
100.0,multi-problem young adults,patients,,100.0,0.0,,,,,,yes,6004505,0,7938,9518
22.0,,healthy,,,,,,,,,yes,6004505,0,7938,9518
20.0,no history of neurological or psychological disease,healthy,ASU American Sign Language undergraduate program,1.0,19.0,21.4,18-31,18.0,31.0,,yes,6136263,0,16503,17874
18.0,,healthy,all,11.0,7.0,26.7,18-60,18.0,60.0,22.5,yes,2775905,0,7644,8859
45.0,nicotine dependence,patients,smokers,,,,,,,,yes,3511796,0,3425,5707
44.0,none,healthy,non-smokers,,,,,,,,yes,3511796,0,3425,5707
31.0,drug-nave/free first episode psychosis,patients,,26.0,5.0,26.64,,,,,yes,8550949,0,5892,6567
35.0,none,healthy,,26.0,9.0,27.12,,,,,yes,8550949,0,5892,6567
16.0,none,healthy,right-handed,10.0,6.0,30.1,18-40,18.0,40.0,,yes,4072722,0,12442,12867
24.0,"normal pregnancies, uncomplicated term vaginal or Caesarean deliveries, and healthy babies",patients,postpartum group,0.0,24.0,,,,,,yes,7272423,0,23741,25117
27.0,never experienced pregnancy,healthy,control group,0.0,27.0,,,,,,yes,7272423,0,23741,25117
47.0,,healthy,undergraduate students,0.0,47.0,19.62,,,,,yes,5548834,0,7835,9127
272.0,self-reported normal audition,healthy,,123.0,149.0,24.5,18-68,18.0,68.0,,yes,4115625,0,8650,9157
18.0,none,healthy,Lyon University students,8.0,10.0,22.5,,,,,yes,6344389,0,14874,15604
19.0,"no history of neurological illness, psychiatric disorders, or substance abuse",healthy,,10.0,9.0,22.8,19-31,19.0,31.0,,no,3869649,0,5579,6473
20.0,,healthy,healthy,12.0,8.0,245.6,,,,,yes,4477935,1,7228,7547
21.0,none,healthy,healthy volunteers,12.0,14.0,23.04,18-35,18.0,35.0,,yes,6697392,0,7141,11005
10.0,,healthy,,7.0,3.0,27.72,,,,,yes,4029023,0,7975,8487
17.0,none,healthy,right handed,17.0,0.0,23.8,20-30,20.0,30.0,,yes,3866656,0,9829,10487
17.0,none,healthy,healthy,7.0,10.0,,21-31,21.0,31.0,,yes,8837589,0,7291,8667
22.0,,healthy,fMRI,11.0,11.0,23.33,,,,,yes,6215330,0,17562,19091
220.0,,healthy,adolescents,115.0,105.0,14.61,14-15,14.0,15.0,,yes,3991323,0,7509,9650
28.0,,healthy,adults,17.0,11.0,25.24,20-39,20.0,39.0,,yes,3991323,0,7509,9650
104.0,at risk for substance use,patients,NCANDA study participants,,,17.11,12.27-21.96,12.0,21.0,,yes,7038454,0,6792,9449
10.0,no past history of depression or other psychiatric disorder,healthy,healthy volunteers,3.0,7.0,39.8,18-50,18.0,50.0,,yes,2935390,0,7096,7923
17.0,no history of psychiatric or neurological disorders,healthy,female participants,0.0,17.0,20.7,18-23,18.0,23.0,,no,6688454,0,12232,14191
21.0,none,healthy,Exp. 1,12.0,9.0,26.0,,,,,yes,4458841,0,45697,46616
22.0,none,healthy,Exp. 2,7.0,15.0,28.0,,,,,yes,4458841,0,45697,46616
22.0,,healthy,,5.0,17.0,,23-41,23.0,41.0,,yes,3483694,0,28089,30834
43.0,major depressive disorder,patients,MDD patients,13.0,30.0,,,,,,yes,7118554,0,8471,10050
56.0,none,healthy,healthy controls,30.0,26.0,,,,,,yes,7118554,0,8471,10050
21.0,,healthy,right-handed male volunteers,21.0,0.0,25.77,20-40,20.0,40.0,,yes,5776089,0,7315,8159
32.0,none,healthy,healthy young subjects,,,,25-27,25.0,27.0,,yes,5890144,0,7227,8372
29.0,none,healthy,all participants,16.0,13.0,23.6,21-33,21.0,33.0,,yes,7989009,0,44675,45771
233.0,free of neurological and psychiatric disorders,healthy,all,116.0,117.0,16.1,9.9-26.6,9.0,26.0,,yes,5390693,0,6438,8339
39.0,no history of neurological or psychiatric illness,healthy,right-handed students from Tohoku University,21.0,18.0,21.33,18-24,18.0,24.0,,no,8152834,0,7186,8239
12.0,,healthy,healthy volunteers,7.0,5.0,38.0,23-60,23.0,60.0,,yes,4075342,0,7661,9066
36.0,none,healthy,all participants,19.0,17.0,26.45,21-41,21.0,41.0,,yes,3869681,0,12247,13506
18.0,none,healthy,Experiment 1,10.0,8.0,26.3,21-41,21.0,41.0,,yes,3869681,0,12247,13506
18.0,none,healthy,Experiment 2,9.0,9.0,26.6,21-38,21.0,38.0,,yes,3869681,0,12247,13506
26.0,Autism spectrum disorder,patients,ASD,,,,,,,,yes,7194032,1,9309,10707
28.0,typically-developing,healthy,TD,,,,,,,,yes,7194032,1,9309,10707
18.0,lung cancer,patients,lung cancer patients,,,,48-70,48.0,70.0,,yes,7275001,0,8631,10461
21.0,none,healthy,healthy controls,,,,48-70,48.0,70.0,,yes,7275001,0,8631,10461
19.0,obesity,patients,obese women,0.0,19.0,,35-55,35.0,55.0,,yes,5537800,0,8516,10261
29.0,self-reported healthy,healthy,young adults,10.0,19.0,23.8,19-30,19.0,30.0,,no,8318202,0,8764,10050
32.0,self-reported healthy,healthy,older adults,15.0,17.0,71.0,65-81,65.0,81.0,,no,8318202,0,8764,10050
17.0,,healthy,fMRI subjects,,,,,,,,yes,4280551,1,45357,48516
24.0,none,healthy,landscape_architecture_designers,10.0,14.0,34.5,32-37,32.0,37.0,,yes,8699602,0,8940,9612
10.0,juvenile fibromyalgia,patients,IMP,1.0,9.0,16.3,14-17,14.0,17.0,,yes,5686883,1,7085,9280
10.0,no complaint of pain,healthy,control,1.0,9.0,16.1,14-17,14.0,17.0,,yes,5686883,1,7085,9280
70.0,no current or lifetime mental disorders and no history of mental disorder in first-degree relatives,healthy,HC,,,,16-48,16.0,48.0,,yes,6246657,0,7306,10392
40.0,major depressive disorder,patients,MDD,,,,16-48,16.0,48.0,,yes,6246657,0,7306,10392
21.0,bipolar disorderD,patients,BDD,,,,16-48,16.0,48.0,,yes,6246657,0,7306,10392
21.0,,healthy,initial,8.0,13.0,24.9,19-30,19.0,30.0,,yes,5218407,0,9582,10592
20.0,,healthy,after_exclusion,8.0,12.0,25.1,19-30,19.0,30.0,,yes,5218407,0,9582,10592
17.0,,healthy,final,7.0,10.0,25.0,19-30,19.0,30.0,,yes,5218407,0,9582,10592
15.0,Autism Spectrum Disorder,patients,,12.0,3.0,38.0,,,,,yes,2648877,0,10521,12299
18.0,non-autistic,healthy,,13.0,5.0,32.0,,,,,yes,2648877,0,10521,12299
216.0,,healthy,young adults,,,,,,,,yes,8828908,0,5902,6887
40.0,heroin use,patients,heroin relapser,,,,,,,,yes,4990879,0,7250,8174
19.0,attention-deficit hyperactivity disorder,patients,ADHD,,,,,,,,yes,4936600,3,7788,11563
6.0,Developmental coordination disorder,patients,DCD,,,,,,,,yes,4936600,3,7788,11563
14.0,Developmental coordination disorder+attention-deficit hyperactivity disorder,patients,DCD+ADHD,,,,,,,,yes,4936600,3,7788,11563
21.0,,healthy,typically developing,,,,,,,,yes,4936600,3,7788,11563
39.0,total sleep deprivation (TSD),healthy,experimental,22.0,17.0,33.5,21-50,21.0,50.0,,yes,7260173,0,30977,33120
15.0,no sleep loss,healthy,control,7.0,8.0,34.5,21-50,21.0,50.0,,yes,7260173,0,30977,33120
17.0,bronchial asthma,patients,GCBT completers,7.0,10.0,50.76,-,,,,no,5394595,0,5950,6820
25.0,bronchial asthma,patients,GCBT non-completers,,,,-,,,,no,5394595,0,5950,6820
60.0,,healthy,HCs,,,,-,,,,no,5394595,0,5950,6820
31.0,anorexia nervosa,patients,AN,0.0,31.0,,,,,,yes,3913832,0,7409,9049
35.0,no diagnosis,healthy,HC,0.0,35.0,,,,,,yes,3913832,0,7409,9049
40.0,,healthy,healthy,8.0,32.0,,25-63,25.0,63.0,,yes,8172304,0,6637,7668
32.0,chronic urticaria,patients,chronic urticaria,6.0,26.0,,25-65,25.0,65.0,,yes,8172304,0,6637,7668
19.0,none,healthy,younger adults,5.0,14.0,22.6,18-27,18.0,27.0,,yes,3660406,0,12986,16917
15.0,none,healthy,older adults,5.0,10.0,61.1,51-71,51.0,71.0,,yes,3660406,0,12986,16917
44.0,chronic osteoarthritis,patients,acupuncture nave patients,25.0,19.0,,43-70,43.0,70.0,,yes,4175730,1,19248,20025
57.0,without reading disorders,healthy,typically developing children,31.0,26.0,10.19,,,,,yes,7099000,1,8182,9167
20.0,Christians,patients,Christians,,,,,,,,yes,2748718,0,25958,29873
21.0,Nonbelievers,patients,Nonbelievers,,,,,,,,yes,2748718,0,25958,29873
33.0,autism spectrum disorder,patients,children and adolescents,,,,10-17,10.0,17.0,,yes,5870086,0,9508,11703
147.0,Major depressive disorder,patients,depression group,50.0,97.0,,18-45,18.0,45.0,,yes,5598991,0,7260,9372
130.0,,healthy,healthy control group,49.0,81.0,,,,,,yes,5598991,0,7260,9372
24.0,,healthy,Aachen University students,12.0,12.0,,,,,,yes,3362560,0,7514,9845
21.0,Posttraumatic stress disorder,patients,PTSD group,6.0,15.0,21.5,18-31,18.0,31.0,,yes,6024199,0,14405,15358
21.0,trauma-exposed control,patients,trauma-exposed control group,7.0,14.0,22.1,18-37,18.0,37.0,,yes,6024199,0,14405,15358
12.0,problematic tinnitus,patients,initial MRI scanning session,1.0,11.0,,,21.0,72.0,,yes,6667657,0,7425,9782
17.0,panic disorder,patients,PD patients,2.0,15.0,,,,,,yes,6382839,0,30626,32637
17.0,,healthy,HC,4.0,13.0,,,,,,yes,6382839,0,30626,32637
70.0,bipolar disorder,patients,,,,37.0,18-65,18.0,65.0,,no,6908505,0,7076,8109
18.0,smokers,patients,,18.0,0.0,25.11,21-33,21.0,33.0,,yes,3409150,1,8569,9966
13.0,"unilateral, upper limb amputation and phantom limb pain",patients,,11.0,2.0,52.92,32-75,32.0,75.0,,yes,2494616,0,8118,9527
6.0,none,healthy,,,,43.0,30-56,30.0,56.0,,yes,2494616,0,8118,9527
30.0,major depressive disorder,patients,"first-episode, drug-nave MDD",9.0,21.0,,18-45,18.0,45.0,,yes,4869560,0,6957,9021
29.0,none,healthy,healthy subjects,15.0,14.0,26.76,,,,,yes,4869560,0,6957,9021
12.0,normal or corrected-to-normal vision,healthy,right-handed,,,,,,,,yes,2995581,1,10787,14569
72.0,ischemic stroke,patients,temporal lobe group,,,,60-70,60.0,70.0,,yes,5665859,0,7175,10809
72.0,ischemic stroke,patients,frontal lobe group,,,,60-70,60.0,70.0,,yes,5665859,0,7175,10809
72.0,ischemic stroke,patients,parietal lobe group,,,,60-70,60.0,70.0,,yes,5665859,0,7175,10809
15.0,none,healthy,blank control group,,,,,,,,yes,5665859,0,7175,10809
20.0,fibromyalgia,patients,FM,0.0,20.0,46.4,22-70,22.0,70.0,,yes,6820536,0,5393,6615
20.0,none,healthy,HC,0.0,20.0,42.1,21-70,21.0,70.0,,yes,6820536,0,5393,6615
34.0,schizophrenia,patients,unmedicated patients with schizophrenia,,,,,,,,yes,5292583,0,6605,8461
35.0,none,healthy,healthy controls,,,,,,,,yes,5292583,0,6605,8461
56.0,,healthy,football enthusiasts,54.0,2.0,34.4,21-60,21.0,60.0,,yes,5460049,0,6967,8342
12.0,none,healthy,right-handed,5.0,7.0,25.8,,,,,no,7649291,1,8416,8816
28.0,schizophrenia,patients,Sz,,,,21-54,21.0,54.0,,yes,8883821,0,7464,8764
20.0,autism spectrum disorder,patients,ASD,,,,19-43,19.0,43.0,,yes,8883821,0,7464,8764
30.0,,healthy,controls,,,,19-54,19.0,54.0,,yes,8883821,0,7464,8764
20.0,none,healthy,young adults,14.0,6.0,24.0,20-34,20.0,34.0,,yes,8764488,0,15910,17003
39.0,aphasia,patients,aphasia group,,,,,,,,yes,5266856,0,11355,12649
37.0,no neurologic or psychiatric disorders,healthy,control group,,,,,,,,yes,5266856,0,11355,12649
11.0,proficient,patients,proficient,3.0,8.0,28.73,19-46,19.0,46.0,,yes,3554651,0,39775,41437
10.0,less-proficient,patients,less-proficient,3.0,7.0,30.0,19-45,19.0,45.0,,yes,3554651,0,39775,41437
14.0,congenitally profoundly deaf,patients,CS group,3.0,11.0,25.0,18-33,18.0,33.0,,yes,5371603,1,25055,27824
15.0,normally hearing,healthy,NH group,6.0,9.0,25.166666666666668,20-37,20.0,37.0,,yes,5371603,1,25055,27824
24.0,VPT,patients,VPT,,,,,,,,yes,4215530,0,10681,12744
22.0,no diagnosis,healthy,CT,,,,,,,,yes,4215530,0,10681,12744
21.0,idiopathic Parkinson's disease,patients,,14.0,7.0,,,,,,yes,3045463,0,6018,9180
19.0,,healthy,,12.0,7.0,,,,,,yes,3045463,0,6018,9180
16.0,none,healthy,right-handed participants,6.0,10.0,23.1,19-29,19.0,29.0,,yes,5832413,0,59945,61874
157.0,"substance use disorders, major depression",patients,incarcerated,0.0,157.0,,18-50,18.0,50.0,,no,4174863,0,7405,10633
46.0,none,healthy,non-incarcerated,0.0,46.0,,18-50,18.0,50.0,,no,4174863,0,7405,10633
17.0,amnestic mild cognitive impairment/mild Alzheimer's dementia,patients,aMCI/mAD,8.0,9.0,,65-81,65.0,81.0,,yes,7838677,1,6036,9501
28.0,,healthy,control,14.0,14.0,,55-81,55.0,81.0,,yes,7838677,1,6036,9501
18.0,none,healthy,healthy,,,,,,,,yes,7851842,0,9615,11713
17.0,schizophrenia or schizoaffective disorder,patients,patients,,,,,,,,yes,7851842,0,9615,11713
32.0,chronic left-hemisphere stroke,patients,,27.0,5.0,62.0,10 years,,,,yes,4473263,0,8398,9988
18.0,none,healthy,,8.0,10.0,63.0,9 years,,,,yes,4473263,0,8398,9988
103.0,no current or history of diagnosis of any Axis I psychiatric or substance (except nicotine) use disorders,healthy,,52.0,51.0,32.5,,18.0,,,yes,3334814,0,8117,11961
12.0,controls,healthy,CR,7.0,5.0,,19-32,19.0,32.0,,yes,3791281,0,6198,9421
12.0,binge drinkers,patients,BD,7.0,5.0,,19-32,19.0,32.0,,yes,3791281,0,6198,9421
24.0,internet addiction,patients,IA,14.0,10.0,20.58,,,,,yes,8939409,0,8544,9896
23.0,no diagnosis,healthy,HC,10.0,13.0,21.13,,,,,yes,8939409,0,8544,9896
54.0,Cocaine Users,patients,CUs,,,,18-45,18.0,45.0,,yes,8459240,1,7650,8658
54.0,Non-Cocaine Users (nonCUs),healthy,nonCUs,,,,18-45,18.0,45.0,,yes,8459240,1,7650,8658
63.0,no current use of prescription medications,healthy,,36.0,27.0,,,,,,no,7913329,0,10518,11796
8.0,right-sided cerebral palsy,patients,,3.0,5.0,,10-30,10.0,30.0,,yes,6878729,1,7912,9122
17.0,Dementia with Lewy bodies,patients,DLB patients,13.0,4.0,71.88,60-82,60.0,82.0,,yes,6902076,1,6917,8222
20.0,healthy,healthy,healthy subjects,9.0,11.0,67.8,56-77,56.0,77.0,,yes,6902076,1,6917,8222
53.0,Type 2 diabetes mellitus,patients,T2DM,,,,45-75,45.0,75.0,,yes,7829678,0,7017,9210
39.0,healthy,healthy,HC,,,,,,,,yes,7829678,0,7017,9210
22.0,Type 2 diabetes mellitus-CI,patients,T2DM-CI,,,,,,,,yes,7829678,0,7017,9210
31.0,Type 2 diabetes mellitus-NC,patients,T2DM-NC,,,,,,,,yes,7829678,0,7017,9210
45.0,major depressive disorder,patients,all patients,16.0,29.0,37.0,19-58,19.0,58.0,,yes,4983635,0,8102,10652
19.0,none,healthy,all healthy controls,8.0,11.0,33.0,20-52,20.0,52.0,,yes,4983635,0,8102,10652
50.0,relapsing-remitting multiple sclerosis,patients,,,,,18-55,18.0,55.0,,yes,6200185,0,7655,8461
25.0,,healthy,,,,,18-55,18.0,55.0,,yes,6200185,0,7655,8461
46.0,,healthy,KAIST participants,32.0,14.0,22.61,,,,,no,7745153,0,9299,12877
28.0,No subjects had any history of neurological disorders,healthy,healthy,15.0,13.0,26.39,,,,,yes,7481390,1,8040,10638
16.0,dementia with Lewy bodies,patients,DLB,,,,,,,,yes,3984441,0,7293,9018
17.0,no history of psychiatric or neurological brain disease,healthy,controls,,,,,,,,yes,3984441,0,7293,9018
50.0,Idiopathic Parkinson’s disease,patients,IPD patients,,,,,,,,yes,6675526,0,4609,5604
20.0,none,healthy,healthy controls,11.0,9.0,54.6,,,,,yes,6675526,0,4609,5604
24.0,FD-PDS-Major Depressive Disorder,patients,FD-PDS-MDD,0.0,24.0,42.44,,,,,no,7518235,1,18065,18709
24.0,FD-PDS,patients,FD-PDS,0.0,24.0,42.44,,,,,no,7518235,1,18065,18709
24.0,,healthy,HC,0.0,24.0,42.44,,,,,no,7518235,1,18065,18709
53.0,social anxiety disorder (generalized subtype),patients,SAD patients,36.0,17.0,29.9,,,,,yes,4416052,0,5666,9459
33.0,,healthy,Control participants,19.0,14.0,29.4,,,,,yes,4416052,0,5666,9459
17.0,,healthy,children,8.0,9.0,7.4,6.9-7.8,6.0,8.0,,no,3780305,0,14497,15232
13.0,chronic pain,patients,chronic pain group,4.0,9.0,51.8,43-65,43.0,65.0,,yes,4048172,0,8990,10646
13.0,no chronic pain,healthy,normal control group,4.0,9.0,48.7,38-62,38.0,62.0,,yes,4048172,0,8990,10646
7.0,,healthy,pre and post 10 day HCD,2.0,5.0,31.0,,,,,yes,7758977,0,6078,7557
6.0,,healthy,pre and post 10 day fast,1.0,5.0,29.0,,,,,yes,7758977,0,6078,7557
15.0,none,healthy,men with driving experience,15.0,0.0,26.0,,,,,yes,5270359,0,8450,9492
16.0,no history of neurological disorders,healthy,propofol data collection,12.0,4.0,,18-40,18.0,40.0,,yes,6787094,0,37350,38168
35.0,subjective cognitive decline,patients,SCD subjects,,,,,,,,yes,7090024,1,5511,6530
32.0,,healthy,healthy control subjects,,,,,,,,yes,7090024,1,5511,6530
42.0,Parkinson’s disease,patients,PD patients,,,,,,,,yes,6389716,0,8216,9580
40.0,normal,healthy,normal controls,,,,,,,,yes,6389716,0,8216,9580
14.0,none,healthy,right-handed,6.0,8.0,24.8,22-29,22.0,29.0,,yes,3078751,0,10341,10716
46.0,schizophrenia,patients,"patients with drug-naive, first-episode schizophrenia",,,,18-37,18.0,37.0,,yes,6197719,0,10028,12384
46.0,none,healthy,unaffected siblings,,,,18-37,18.0,37.0,,yes,6197719,0,10028,12384
46.0,none,healthy,healthy controls,,,,18-37,18.0,37.0,,yes,6197719,0,10028,12384
39.0,mild White matter hyperintensities,patients,mild,,,,40-80,40.0,80.0,,yes,8315277,1,7581,10145
37.0,moderate White matter hyperintensities,patients,moderate,,,,40-80,40.0,80.0,,yes,8315277,1,7581,10145
28.0,severe White matter hyperintensities,patients,severe,,,,40-80,40.0,80.0,,yes,8315277,1,7581,10145
37.0,no WMHs,healthy,HCs,,,,,,,,yes,8315277,1,7581,10145
10.0,marijuana abuse,patients,chronic marijuana users,8.0,2.0,,,,,,yes,3742334,0,7512,11306
18.0,no diagnosis,healthy,nonusing comparison subjects,11.0,7.0,,,,,,yes,3742334,0,7512,11306
23.0,anorexia nervosa,patients,AN,0.0,23.0,,,,,,yes,4530666,1,9512,12494
24.0,healthy,healthy,HC,0.0,24.0,,,,,,yes,4530666,1,9512,12494
6.0,normal hearing levels,healthy,young adults,5.0,1.0,28.5,22-35,22.0,35.0,,yes,3894920,0,10745,11773
30.0,,healthy,students,10.0,20.0,,18-25,18.0,25.0,,no,5881103,0,15988,18765
11.0,"depression (2 major depressive disorder, 9 bipolar disorder)",patients,depressed patients,5.0,6.0,61.0,6-18,6.0,18.0,,yes,4589842,0,6061,7568
11.0,healthy,healthy,healthy controls,5.0,6.0,56.0,8-68,8.0,68.0,,yes,4589842,0,6061,7568
19.0,major depressive disorder,patients,MDD patients,,,,18-55,18.0,55.0,,yes,7875881,0,7093,8833
17.0,none,healthy,healthy controls,,,,18-55,18.0,55.0,,yes,7875881,0,7093,8833
30.0,"Attention Deficit Hyperactivity Disorder, hyperactive-impulsive/inattentive combined subtype",patients,ADHD boys,30.0,0.0,,10-17,10.0,17.0,,yes,4190683,0,9065,12151
30.0,No diagnosis,healthy,healthy control boys,30.0,0.0,,10-17,10.0,17.0,,yes,4190683,0,9065,12151
27.0,left hemisphere infarcts,patients,,17.0,10.0,59.1,,,,,yes,5903407,0,7983,10239
24.0,none,healthy,,20.0,4.0,57.0,,,,,yes,5903407,0,7983,10239
30.0,hemifacial spasm,patients,left-side HFS,12.0,18.0,48.87,38.26-59.48,38.0,59.0,,yes,8569140,1,6781,8456
30.0,none,healthy,control,12.0,18.0,47.63,34.34-60.92,34.0,61.0,,yes,8569140,1,6781,8456
30.0,,healthy,healthy volunteers,9.0,21.0,23.0,,,,,yes,8018944,0,8670,11952
26.0,,healthy,happy,,,,,,,,yes,3893192,1,6340,7837
25.0,,healthy,unhappy,,,,,,,,yes,3893192,1,6340,7837
223.0,mood and/or anxiety disorder,patients,MA,61.0,162.0,36.0,,,,,yes,7082218,0,14245,17478
45.0,healthy,healthy,HC,22.0,23.0,32.0,,,,,yes,7082218,0,14245,17478
90.0,absence of daily cannabis use,healthy,CON,,,,,,,,yes,7416060,0,8377,10336
54.0,chronic cannabis use,patients,CAN,,,,,,,,yes,7416060,0,8377,10336
24.0,none,healthy,"right-handed, white Caucasian volunteers",12.0,12.0,26.0,23-34,23.0,34.0,,yes,3502502,0,6711,7624
46.0,none,healthy,right-handed healthy volunteers,21.0,25.0,30.0,19-63,19.0,63.0,,yes,3502502,0,6711,7624
