count,diagnosis,group_name,subgroup_name,male_count,female_count,age_mean,age_range,age_minimum,age_maximum,age_median,imaging_sample,pmcid
36,none,patients,Experiment 1,19.0,17.0,26.4,21-41,21.0,41.0,26.0,,3869681
18,none,patients,Experiment 1,10.0,8.0,26.3,21-41,21.0,41.0,26.0,,3869681
18,none,patients,Experiment 2,9.0,9.0,26.6,21-38,21.0,38.0,26.0,,3869681
12,left mesial temporal lobe epilepsy with hippocampal sclerosis,patients,LMTLE,9.0,3.0,25.17,,,,,,8933759
11,right mesial temporal lobe epilepsy with hippocampal sclerosis,patients,RMTLE,6.0,5.0,29.25,,,,,,8933759
23,healthy controls,healthy,HC,13.0,10.0,31.82,,,,,,8933759
14,posttraumatic stress disorder,patients,PTSD group,8.0,6.0,49.5,43-56,43.0,56.0,49.0,,8785646
15,healthy,healthy,Healthy control group,5.0,10.0,37.73,25-55,25.0,55.0,37.0,,8785646
23,healthy,healthy,control,,,15.2,15.0-15.5,15.0,15.0,15.0,,4030253
18,Internet Addiction,patients,IA,,,15.1,14.0-16.5,14.0,16.0,15.0,,4030253
21,post stroke depression,patients,temporal lobe,,,,,,,,,5665859
30,post stroke depression,patients,frontal lobe,,,,,,,,,5665859
21,post stroke depression,patients,parietal lobe,,,,,,,,,5665859
15,healthy,healthy,control group,,,,,,,,,5665859
45,healthy,healthy,participants,18.0,27.0,24.49,20-30,20.0,30.0,24.0,yes,5428836
32,healthy,healthy,fMRI participants,11.0,21.0,23.41,,20.0,30.0,23.0,,8018944
19,healthy,healthy,WC,9.0,10.0,24.08,21-30,21.0,30.0,24.0,,7395771
19,healthy,healthy,NWC,9.0,10.0,24.08,21-30,21.0,30.0,24.0,,7395771
18,healthy,healthy,healthy volunteers,9.0,9.0,30.3,,25.0,36.0,30.0,yes,6726765
22,none,healthy,young adults,22.0,0.0,22.8,22-23,22.0,23.0,23.0,yes,10858222
9,healthy,healthy,musicians,6.0,3.0,24.0,,19.0,27.0,24.0,yes,5719057
10,essential tremor,patients,ET patients,6.0,4.0,69.4,,,,69.0,,7493988
10,healthy controls (HC),healthy,HC,5.0,5.0,67.7,,,,68.0,,7493988
41,,patients,students,16.0,25.0,19.0,18-22,18.0,22.0,19.0,,5902547
44,,patients,students and community members,9.0,33.0,22.0,18-31,18.0,31.0,22.0,,5902547
17,,patients,right-handed native German volunteers,5.0,12.0,24.0,18-31,18.0,31.0,24.0,,5902547
20,fibromyalgia,patients,FM,0.0,20.0,46.4,22-70,22.0,70.0,46.0,,6820536
20,healthy controls,healthy,HC,0.0,20.0,42.1,21-70,21.0,70.0,42.0,,6820536
20,healthy,healthy,undergraduate and postgraduate students,10.0,10.0,22.3,19-28,19.0,28.0,22.0,,7002496
30,chronic osteoarthritis,patients,verum acupuncture,17.0,13.0,,43-70,43.0,70.0,,yes,4175730
17,panic disorder,patients,PD patients,2.0,15.0,,,,,,yes,6382839
17,healthy controls,healthy,HC,4.0,13.0,,,,,,yes,6382839
20,healthy,healthy,male,20.0,0.0,23.9,18-33,18.0,33.0,23.0,,4255751
15,normal,healthy,students,7.0,8.0,23.8,19-30,19.0,30.0,23.0,,5324609
18,neovascular age-related macular degeneration,patients,nAMD,9.0,9.0,55.7,,,,,yes,8544331
18,healthy controls,healthy,HC,9.0,9.0,45.3,,,,,yes,8544331
24,multiple system atrophy,patients,MSA-C,14.0,10.0,57.29,,,,,,7485713
20,healthy controls,healthy,HC,7.0,13.0,57.2,,,,,,7485713
45,smokers,patients,chronic cigarette smokers,,,27.9,21-35,21.0,35.0,,yes,3511796
44,non-smokers,healthy,healthy non-smoking control subjects,,,26.3,21-35,21.0,35.0,,yes,3511796
12,,healthy,,6.0,6.0,25.4,20-40,20.0,40.0,,yes,2151069
39,aphasia,patients,aphasia group,26.0,13.0,59.8,(mean chronicity = 52.9 months),,,,yes,5266856
37,healthy,healthy,control group,20.0,17.0,58.7,,,,,yes,5266856
11,right middle cerebral artery infarction,patients,stroke patients,11.0,0.0,56.21,45-68,45.0,68.0,,yes,8154462
9,healthy controls,healthy,age-matched controls,9.0,0.0,53.7,40-67,40.0,67.0,,yes,8154462
16,Alzheimer's disease,patients,AD patients,,,,,,,,,11024046
16,healthy,healthy,healthy controls,,,,,,,,,11024046
1418,healthy,healthy,participants,,,,,,,,,9564100
31,schizophrenia or schizoaffective disorder,patients,drug-free patients,26.0,5.0,26.64,22-32,22.0,32.0,26.0,,8550949
35,healthy,healthy,controls,26.0,9.0,27.12,22-34,22.0,34.0,27.0,,8550949
233,,patients,adolescents,116.0,117.0,16.1,9.9-26.6,9.0,27.0,16.0,yes,5390693
56,none,patients,football fans,54.0,2.0,34.4,,21.0,60.0,34.0,yes,5460049
55,healthy,healthy,adolescents,17.0,38.0,13.0,12-14,12.0,14.0,13.0,yes,7057279
46,none,healthy,participants,32.0,14.0,22.6,18-30,18.0,30.0,22.0,,7745153
75,chronic dieters,patients,females,0.0,75.0,19.38,18-23,18.0,23.0,19.0,,5460048
17,none,patients,female,0.0,17.0,20.7,18-23,18.0,23.0,20.0,,6688454
31,healthy,healthy,volunteers,10.0,21.0,24.3,20-29,20.0,29.0,24.0,,6847157
27,left hemisphere stroke,patients,Patients T1,17.0,10.0,59.1,45-73,45.0,73.0,59.0,,5903407
27,left hemisphere stroke,patients,Patients T2,17.0,10.0,59.1,45-73,45.0,73.0,59.0,,5903407
24,healthy,healthy,Healthy controls,6.0,18.0,57.0,46-68,46.0,68.0,57.0,,5903407
13,phantom limb pain,patients,upper limb amputees,11.0,2.0,52.92,32-75,32.0,75.0,52.0,yes,2494616
25,healthy,healthy,self-reflection,8.0,17.0,,,23.0,41.0,,,3483694
29,healthy,healthy,participants,16.0,13.0,23.6,21-33,21.0,33.0,,yes,7989009
12,none,healthy,males,12.0,0.0,31.0,18-55,18.0,55.0,31.0,yes,3258233
40,healthy,healthy,healthy volunteers,32.0,8.0,20.5,18-28,18.0,28.0,20.0,,3605341
36,healthy,healthy,men,36.0,0.0,,22-35,22.0,35.0,,yes,7913329
27,healthy,healthy,women,0.0,27.0,,22-35,22.0,35.0,,yes,7913329
7,healthy,healthy,HCD,2.0,5.0,31.0,25-40,25.0,40.0,31.0,,7758977
6,healthy,healthy,fasting,1.0,5.0,29.0,24-37,24.0,37.0,29.0,,7758977
33,healthy,healthy,volunteers,17.0,16.0,25.3,22-30,22.0,30.0,25.0,,3676955
0,,healthy,,,,,,,,,,3676955
10,chronic marijuana users,patients,MJ,8.0,2.0,20.3,,18.0,30.0,20.0,yes,3742334
18,nonusing comparison subjects,healthy,NU,11.0,7.0,22.8,,18.0,33.0,22.0,yes,3742334
16,healthy,healthy,fMRI participants,10.0,6.0,23.1,19-29,19.0,29.0,23.0,,5832413
10,healthy,healthy,healthy volunteers,5.0,5.0,,18-36,18.0,36.0,,yes,4280551
15,healthy,healthy,Experiment 1,12.0,3.0,26.0,22-32,22.0,32.0,26.0,,4458841
14,healthy,healthy,Experiment 2,7.0,7.0,28.0,24-34,24.0,34.0,28.0,,4458841
6,healthy,healthy,healthy volunteers,,,,20-35,20.0,35.0,,yes,3894920
48,healthy,healthy,genuine EA,24.0,24.0,26.4,20-35,20.0,35.0,26.0,,2993660
48,healthy,healthy,sham EA,24.0,24.0,26.4,20-35,20.0,35.0,26.0,,2993660
1,GNE myopathy with congenital thrombocytopenia,patients,GNE myopathy,1.0,0.0,29.0,29,29.0,29.0,29.0,yes,8978988
10,idiopathic musculoskeletal pain,patients,IMP,1.0,9.0,16.3,,14.0,17.0,16.0,,5686883
10,healthy,healthy,control,1.0,9.0,16.1,,,,16.0,,5686883
6,PCH,patients,"PCH type 10, 7, 11",3.0,2.0,7.33,,,,5.0,,9461104
24,internet addiction,patients,IA,14.0,10.0,20.58,18-24,18.0,24.0,20.0,yes,8939409
23,healthy controls,healthy,HC,10.0,13.0,21.13,19-25,19.0,25.0,21.0,yes,8939409
28,Cocaine Use Disorder,patients,Cocaine Users (CUs) - Female,0.0,28.0,,21.4-23.5,21.0,23.0,22.0,,8459240
27,Cocaine Use Disorder,patients,Cocaine Users (CUs) - Male,27.0,0.0,,23.5-27,23.0,27.0,25.0,,8459240
28,Non-Cocaine Users,healthy,Non-Cocaine Users (Non-CUs) - Female,0.0,28.0,,26.3-28.5,26.0,28.0,27.0,,8459240
26,Non-Cocaine Users,healthy,Non-Cocaine Users (Non-CUs) - Male,26.0,0.0,,26-26.3,26.0,26.0,26.0,,8459240
54,Cocaine Use Disorder,patients,CUD patients,46.0,8.0,,,,,,,11035677
18,anxiety,patients,PD-A,12.0,6.0,71.74,,,,,yes,5655292
45,non-anxiety,patients,PD-NA,34.0,11.0,66.17,,,,,yes,5655292
50,mild traumatic brain injury,patients,mTBI,25.0,28.0,43.82,,20.0,58.0,,,7539836
43,healthy controls,healthy,HC,19.0,24.0,41.65,,20.0,59.0,,,7539836
27,normal cognition,patients,NC,,,70.03,67.85-74.4,67.0,74.0,,yes,10999557
21,mild cognitive impairment,patients,MCI,18.0,3.0,70.76,66-74,66.0,74.0,,yes,10999557
10,severe cognitive impairment,patients,SCI,8.0,2.0,74.4,70-80,70.0,80.0,,yes,10999557
29,new daily persistent headache,patients,NDPH,15.0,14.0,37.0,,17.0,42.0,37.0,,10958407
37,healthy controls,healthy,HC,16.0,21.0,34.89,,,,35.0,,10958407
55,benign paroxysmal positional vertigo with residual dizziness,patients,BPPV with RD,11.0,40.0,54.17,,,,,,10850607
55,benign paroxysmal positional vertigo without residual dizziness,patients,BPPV without RD,15.0,35.0,52.13,,,,,,10850607
55,Healthy controls,healthy,Healthy controls,22.0,31.0,50.38,,,,,,10850607
48,focal epilepsy,patients,EEG-fMRI,15.0,33.0,28.0,15-35,15.0,35.0,28.0,yes,10839335
31,non-convicted child sexual offenders,patients,non-convicted CSOs,31.0,0.0,40.4,20-59,20.0,59.0,40.0,yes,6678781
48,convicted child sexual offenders,patients,convicted CSOs,48.0,0.0,39.8,24-62,24.0,62.0,40.0,yes,6678781
27,generalized SAD,patients,SAD,15.0,12.0,,20-40,20.0,40.0,,,4029608
27,healthy controls,healthy,HC,14.0,13.0,,20-40,20.0,40.0,,,4029608
395,healthy,healthy,young and healthy subjects,,,29.0,22-36,22.0,36.0,,yes,11000510
78,Cervical spondylotic myelopathy,patients,VR training combined with routine rehabilitation,,,,,,,,,10877862
78,Cervical spondylotic myelopathy,patients,conventional rehabilitation,,,,,,,,,10877862
21,bipolar depression,patients,BD,,,,,,,,,10995093
27,unipolar depression,patients,UD,,,,,,,,,10995093
31,healthy controls,healthy,HC,,,,,,,,,10995093
13,healthy,healthy,,9.0,1.0,24.0,19-29,19.0,29.0,24.0,yes,10839845
7,intracranial lesions,patients,LITT candidates,,,,,,,,yes,10844152
16,healthy,healthy,awake,13.0,3.0,,,18.0,40.0,,yes,6787094
22,disorder of consciousness (DOC),patients,DOC,14.0,8.0,,,17.0,70.0,,yes,6787094
33,,patients,,18.0,15.0,25.24,,,,,,7156375
20,unipolar major depression,patients,primary sample,,,,,,,,,5416685
19,unipolar major depression,patients,validation sample,,,,,,,,,5416685
19,healthy controls,healthy,primary sample,,,,,,,,,5416685
20,healthy controls,healthy,validation sample,,,,,,,,,5416685
56,healthy,healthy,GnRHa group,0.0,56.0,24.3,20-30,20.0,30.0,24.0,,5068584
56,healthy,healthy,placebo group,0.0,56.0,24.3,20-30,20.0,30.0,24.0,,5068584
229,neurotypical,healthy,neurotypical Han Chinese,114.0,115.0,21.58,17-29,17.0,29.0,21.0,,10980722
229,neurotypical,healthy,final experimental cohort,114.0,115.0,21.57,17-29,17.0,29.0,21.0,,10980722
173,tuberous sclerosis complex,patients,TSC patients,,,,,,,,yes,9308181
40,healthy,healthy,HC,8.0,32.0,43.35,25-63,25.0,63.0,,yes,8172304
32,Chronic spontaneous urticaria,patients,CSU,6.0,26.0,47.25,25-65,25.0,65.0,,yes,8172304
16,obesity,patients,obese women,0.0,16.0,46.31,35-55,35.0,55.0,46.0,yes,5537800
18,healthy,healthy,right-handed healthy volunteers,8.0,10.0,22.5,20-25,20.0,25.0,22.0,,6344389
24,none,healthy,participants,12.0,12.0,25.3,21-34,21.0,34.0,,yes,7994216
47,nulliparous women,healthy,female undergraduate students,0.0,47.0,19.62,17-25,17.0,25.0,19.0,,5548834
23,,patients,,11.0,12.0,24.2,18-31,18.0,31.0,,yes,4436102
